id,scientific_name,Clements_name,scientific_name_jetz,breeding_system,level,common_name,lat,long,nest_box,marker_type,year_of_study_start,year_of_study_end,breeding_start,breeding_end,epp_percent_broods,n_epp_broods,n_wpp_broods,n_broods_sampled,record_id,lon,climate_year,climate_month,location_id,tmp_cru_C_first_month,tmp_long_base_1961_1989_C_first_month,tmp_long_anom_1961_1989_C_first_month,tmp_short_base_5yr_C_first_month,tmp_short_anom_5yr_C_first_month,original_end_month,tmp_cru_C_full_season,tmp_long_base_1961_1989_C_full_season,tmp_long_anom_1961_1989_C_full_season,tmp_short_base_5yr_C_full_season,tmp_short_anom_5yr_C_full_season,n_months_full_season,pre_cru_mm_first_month,pre_long_base_1961_1989_mm_first_month,pre_long_anom_1961_1989_mm_first_month,pre_short_base_5yr_mm_first_month,pre_short_anom_5yr_mm_first_month,pre_cru_mm_full_season,pre_long_base_1961_1989_mm_full_season,pre_long_anom_1961_1989_mm_full_season,pre_short_base_5yr_mm_full_season,pre_short_anom_5yr_mm_full_season,n_months_pre_full_season,dtr_cru_C_first_month,dtr_cru_C_full_season,breeding_start_month_num,breeding_end_month_num,breeding_season_length_months,ndvi_can_first_month,ndvi_can_full_season,ndvi_start_month,ndvi_end_month,ndvi_year,ndvi_lat,ndvi_lon,ndvi_first_month_median_30km,ndvi_full_season_median_30km,ndvi_merge_status,ndvi_coord_match_round4,lat_round,long_round,abs_latitude,population_id,distance_to_coast_km
34Sánchez-Tójar2015,Coracias_garrulus,Coracias_garrulus,Coracias_garrulus,monogamy,yearly,European_roller,37.3,-3.18,yes,microsatellite,2009,2009,May,July,9.1,1,10,11,135,-3.18,2009,5,89,14.40000057,12.32068986,2.079310713,13.24000015,1.16000042,7,18.9333334,17.11149457,1.821838828,18.3600001,0.573333295,3,13.30000019,54.98275928,-41.68275909,67.76000214,-54.46000195,26.10000038,116.0517258,-89.95172542,96.20000296,-70.10000257,3,12.80000019,14.13333352,5,7,3,1,1,5,7,2009,37.3,-3.18,0.35602946,0.300849429,both,TRUE,37.3,-3.18,37.3,Coracias_garrulus_37.3_-3.18,60.26813855
34Sánchez-Tójar2015,Coracias_garrulus,Coracias_garrulus,Coracias_garrulus,monogamy,yearly,European_roller,37.3,-3.18,yes,microsatellite,2010,2010,May,July,0,0,10,10,136,-3.18,2010,5,89,12.90000057,12.32068986,0.579310713,13.76000023,-0.859999657,7,18.23333391,17.11149457,1.121839337,18.50000013,-0.266666222,3,28.60000038,54.98275928,-26.3827589,51.38000126,-22.78000088,81.50000191,116.0517258,-34.5517239,78.58000202,2.919999886,3,12.40000057,13.76666705,5,7,3,1,1,5,7,2010,37.3,-3.18,0.349903376,0.294401466,both,TRUE,37.3,-3.18,37.3,Coracias_garrulus_37.3_-3.18,60.26813855
34Sánchez-Tójar2015,Coracias_garrulus,Coracias_garrulus,Coracias_garrulus,monogamy,yearly,European_roller,37.3,-3.18,yes,microsatellite,2011,2011,May,July,0,0,11,11,137,-3.18,2011,5,89,14.69999981,12.32068986,2.37930995,13.40000038,1.299999428,7,18.5666666,17.11149457,1.455172035,18.31333351,0.253333092,3,59.40000153,54.98275928,4.417242247,53.30000134,6.100000191,78.90000153,116.0517258,-37.15172428,88.9800024,-10.08000088,3,11.40000057,13.16666698,5,7,3,1,1,5,7,2011,37.3,-3.18,0.375439095,0.318136804,both,TRUE,37.3,-3.18,37.3,Coracias_garrulus_37.3_-3.18,60.26813855
260Overeem2014,Cyanocitta_stelleri,Cyanocitta_stelleri,Cyanocitta_stelleri,monogamy,yearly,Steller’s_jay,40.98,-124,no,microsatellite,2006,2006,March,August,10,1,9,10,138,-124,2006,3,90,4.599999905,6.30689667,-1.706896765,7.680000305,-3.080000401,8,12.33333341,11.56551743,0.767815987,12.5066669,-0.173333486,6,308.5,181.0827612,127.4172388,131.2600006,177.2399994,558.9999966,351.8517308,207.1482658,343.4800089,215.5199876,6,8.600000381,12.25000016,3,8,6,1,1,3,8,2006,40.98,-124,0.646993019,0.734742633,both,TRUE,40.98,-124,40.98,Cyanocitta_stelleri_40.98_-124,11.20131773
260Overeem2014,Cyanocitta_stelleri,Cyanocitta_stelleri,Cyanocitta_stelleri,monogamy,yearly,Steller’s_jay,40.98,-124,no,microsatellite,2007,2007,March,August,14.3,2,12,14,139,-124,2007,3,90,8.400000572,6.30689667,2.093103902,7.060000229,1.340000343,8,12.91666698,11.56551743,1.351149559,12.49666686,0.420000124,6,54,181.0827612,-127.0827612,172.5800003,-118.5800003,199.4999998,351.8517308,-152.351731,406.5800072,-207.0800074,6,12,13.18333371,3,8,6,1,1,3,8,2007,40.98,-124,0.692175758,0.738714088,both,TRUE,40.98,-124,40.98,Cyanocitta_stelleri_40.98_-124,11.20131773
260Overeem2014,Cyanocitta_stelleri,Cyanocitta_stelleri,Cyanocitta_stelleri,monogamy,yearly,Steller’s_jay,40.98,-124,no,microsatellite,2008,2008,March,August,17.6,3,14,17,140,-124,2008,3,90,5.900000095,6.30689667,-0.406896575,7.600000286,-1.700000191,8,12.03333386,11.56551743,0.467816432,12.68333352,-0.649999666,6,91.59999847,181.0827612,-89.4827627,163.7,-72.10000153,170.7000015,351.8517308,-181.1517293,402.400006,-231.7000046,6,10.60000038,13.13333368,3,8,6,1,1,3,8,2008,40.98,-124,0.709419985,0.731557739,both,TRUE,40.98,-124,40.98,Cyanocitta_stelleri_40.98_-124,11.20131773
218Masello2002,Cyanoliseus_patagonus,Cyanoliseus_patagonus,Cyanoliseus_patagonus,monogamy,yearly,burrowing_parakeet,-41.05,-62.8,no,DNA fingerprinting,1998,1999,October,February,0,0,22,22,141,-62.8,1998,10,91,15.19999981,13.87586229,1.324137523,14.06000023,1.13999958,2,18.30000057,18.63517276,-0.335172186,18.60000023,-0.299999657,5,6.900000095,28.38275926,-21.48275916,44.04000053,-37.14000044,136.6000028,137.7931066,-1.193103794,148.6800029,-12.08000011,5,14.30000019,13.42000008,10,2,5,1,1,10,2,1998,-41.05,-62.8,0.263335718,0.160940519,both,TRUE,-41.05,-62.8,41.05,Cyanoliseus_patagonus_-41.05_-62.8,0.202861352
218Masello2002,Cyanoliseus_patagonus,Cyanoliseus_patagonus,Cyanoliseus_patagonus,monogamy,yearly,burrowing_parakeet,-41.05,-62.8,no,DNA fingerprinting,1999,2000,October,February,0,0,27,27,142,-62.8,1999,10,91,14.60000038,13.87586229,0.724138095,14.28000011,0.320000267,2,18.82000046,18.63517276,0.184827699,18.63200031,0.188000145,5,27.70000076,28.38275926,-0.682758496,35.32000055,-7.61999979,248.0000038,137.7931066,110.2068973,155.0200034,92.9800004,5,13.19999981,13.86000023,10,2,5,1,1,10,2,1999,-41.05,-62.8,0.285735075,0.112037785,both,TRUE,-41.05,-62.8,41.05,Cyanoliseus_patagonus_-41.05_-62.8,0.202861352
249Kraaijeveld2004,Cygnus_atratus,Cygnus_atratus,Cygnus_atratus,monogamy,yearly,black_swan,-37.55,14.82,no,microsatellite,1999,1999,July,November,40,10,15,25,143,14.82,1999,7,92,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,7,11,5,1,1,7,11,1999,-37.55,14.82,NA,NA,both,TRUE,-37.55,14.82,37.55,Cygnus_atratus_-37.55_14.82,483.9761392
249Kraaijeveld2004,Cygnus_atratus,Cygnus_atratus,Cygnus_atratus,monogamy,yearly,black_swan,-37.55,14.82,no,microsatellite,2000,2000,July,November,40,18,27,45,144,14.82,2000,7,92,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,7,11,5,1,1,7,11,2000,-37.55,14.82,NA,NA,both,TRUE,-37.55,14.82,37.55,Cygnus_atratus_-37.55_14.82,483.9761392
249Kraaijeveld2004,Cygnus_atratus,Cygnus_atratus,Cygnus_atratus,monogamy,yearly,black_swan,-37.55,14.82,no,microsatellite,2001,2001,July,November,26.7,4,11,15,145,14.82,2001,7,92,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,7,11,5,1,1,7,11,2001,-37.55,14.82,NA,NA,both,TRUE,-37.55,14.82,37.55,Cygnus_atratus_-37.55_14.82,483.9761392
325Webster2001,Dendroica_caerulescens,Setophaga_caerulescens,Dendroica_caerulescens,monogamy,yearly,black-throated_blue_warbler,43.93,-71.75,NA,other,1995,1995,May,August,31.3,5,11,16,146,-71.75,1995,5,93,11.5,11.93793123,-0.437931225,12.18000011,-0.680000114,8,17.60000038,16.60258658,0.9974138,17.0150002,0.585000181,4,59.90000153,89.72069056,-29.82068904,78.72000122,-18.81999969,298.9000092,377.7551778,-78.85516864,377.8400032,-78.93999405,4,14.30000019,14.52500033,5,8,4,1,1,5,8,1995,43.93,-71.75,0.49011661,0.779256921,both,TRUE,43.93,-71.75,43.93,Dendroica_caerulescens_43.93_-71.75,118.1590261
325Webster2001,Dendroica_caerulescens,Setophaga_caerulescens,Dendroica_caerulescens,monogamy,yearly,black-throated_blue_warbler,43.93,-71.75,NA,other,1996,1996,May,August,47.6,10,11,21,147,-71.75,1996,5,93,11.10000038,11.93793123,-0.837930844,12.34000015,-1.239999771,8,16.77500057,16.60258658,0.17241399,17.17500019,-0.399999619,4,134.8000031,89.72069056,45.07931249,63.26000214,71.54000092,438.0000153,377.7551778,60.24483746,337.2000053,100.8000099,4,14.5,13.12500024,5,8,4,1,1,5,8,1996,43.93,-71.75,0.566833929,0.763104105,both,TRUE,43.93,-71.75,43.93,Dendroica_caerulescens_43.93_-71.75,118.1590261
325Webster2001,Dendroica_caerulescens,Setophaga_caerulescens,Dendroica_caerulescens,monogamy,yearly,black-throated_blue_warbler,43.93,-71.75,NA,other,1997,1997,May,August,26.3,10,28,38,148,-71.75,1997,5,93,9.800000191,11.93793123,-2.137931034,11.66000023,-1.860000038,8,16.02500033,16.60258658,-0.577586248,16.93500032,-0.90999999,4,77,89.72069056,-12.72069056,74.68000183,2.319998169,364.200016,377.7551778,-13.55516177,349.6200058,14.58001022,4,12.69999981,13.875,5,8,4,1,1,5,8,1997,43.93,-71.75,0.496839232,0.783331549,both,TRUE,43.93,-71.75,43.93,Dendroica_caerulescens_43.93_-71.75,118.1590261
325Webster2001,Dendroica_caerulescens,Setophaga_caerulescens,Dendroica_caerulescens,monogamy,yearly,black-throated_blue_warbler,43.93,-71.75,NA,other,1998,1998,May,August,35.7,15,27,42,149,-71.75,1998,5,93,14.30000019,11.93793123,2.362068966,11.26000023,3.039999962,8,17.35000014,16.60258658,0.747413561,16.96500034,0.3849998,4,75.70000458,89.72069056,-14.02068599,80.54000168,-4.839997101,482.3000107,377.7551778,104.5448329,356.1200089,126.1800018,4,15.30000019,13.375,5,8,4,1,1,5,8,1998,43.93,-71.75,0.698847291,0.722556568,both,TRUE,43.93,-71.75,43.93,Dendroica_caerulescens_43.93_-71.75,118.1590261
180Chuang1999,Dendroica_caerulescens,Setophaga_caerulescens,Dendroica_caerulescens,monogamy,yearly,black-throated_blue_warbler,43.93,-71.75,no,DNA fingerprinting,1995,1995,May,August,20,3,13,16,150,-71.75,1995,5,93,11.5,11.93793123,-0.437931225,12.18000011,-0.680000114,8,17.60000038,16.60258658,0.9974138,17.0150002,0.585000181,4,59.90000153,89.72069056,-29.82068904,78.72000122,-18.81999969,298.9000092,377.7551778,-78.85516864,377.8400032,-78.93999405,4,14.30000019,14.52500033,5,8,4,1,1,5,8,1995,43.93,-71.75,0.49011661,0.779256921,both,TRUE,43.93,-71.75,43.93,Dendroica_caerulescens_43.93_-71.75,118.1590261
180Chuang1999,Dendroica_caerulescens,Setophaga_caerulescens,Dendroica_caerulescens,monogamy,yearly,black-throated_blue_warbler,43.93,-71.75,no,DNA fingerprinting,1996,1996,May,August,31,7,15,22,151,-71.75,1996,5,93,11.10000038,11.93793123,-0.837930844,12.34000015,-1.239999771,8,16.77500057,16.60258658,0.17241399,17.17500019,-0.399999619,4,134.8000031,89.72069056,45.07931249,63.26000214,71.54000092,438.0000153,377.7551778,60.24483746,337.2000053,100.8000099,4,14.5,13.12500024,5,8,4,1,1,5,8,1996,43.93,-71.75,0.566833929,0.763104105,both,TRUE,43.93,-71.75,43.93,Dendroica_caerulescens_43.93_-71.75,118.1590261
447Burg2006,Diomedea_exulans,Diomedea_exulans,Diomedea_exulans,monogamy,yearly,wandering_albatross,-54,-38,no,microsatellite,1998,1999,December,May,20.8,11,42,53,152,-38,1998,12,94,3.299999952,3.189655197,0.110344755,3.240000105,0.059999847,5,2.833333373,2.828160969,0.005172404,3.153333381,-0.320000008,6,85.40000153,85.40000153,0,85.40000153,0,787.9000168,787.9000168,0,787.9000168,0,6,6.099999905,6.233333429,12,5,6,1,1,12,5,1998,-54,-38,NA,NA,both,TRUE,-54,-38,54,Diomedea_exulans_-54_-38,0.534231948
447Burg2006,Diomedea_exulans,Diomedea_exulans,Diomedea_exulans,monogamy,yearly,wandering_albatross,-54,-38,no,microsatellite,1999,2000,December,May,5.9,3,48,51,153,-38,1999,12,94,3.400000095,3.189655197,0.210344898,3.280000067,0.120000029,5,3.466666698,2.828160969,0.638505729,3.066666721,0.399999977,6,85.40000153,85.40000153,0,85.40000153,0,787.9000168,787.9000168,0,787.9000168,0,6,6.099999905,6.233333429,12,5,6,1,1,12,5,1999,-54,-38,NA,NA,both,TRUE,-54,-38,54,Diomedea_exulans_-54_-38,0.534231948
302 Jones2012,Diomedea_exulans,Diomedea_exulans,Diomedea_exulans,monogamy,yearly,wandering_albatross,-46.87,37.68,no,microsatellite,2007,2008,November,October,17,14,68,82,154,37.68,2007,11,95,3.900000095,4.186206957,-0.286206862,4.68000021,-0.780000114,10,4.500000099,4.125287429,0.374712671,4.568333391,-0.068333292,12,167.8000031,178.8827615,-11.08275841,169.6600006,-1.859997559,1631.600044,2341.355211,-709.7551672,2022.620029,-391.0199844,12,5.5,5.791666786,11,10,12,1,1,11,10,2007,-46.87,37.68,0.0163,-0.022993313,both,TRUE,-46.87,37.68,46.87,Diomedea_exulans_-46.87_37.68,3.226429141
302 Jones2012,Diomedea_exulans,Diomedea_exulans,Diomedea_exulans,monogamy,yearly,wandering_albatross,-46.87,37.68,no,microsatellite,2008,2009,November,October,14,12,73,85,155,37.68,2008,11,95,4.200000286,4.186206957,0.013793329,4.520000172,-0.319999886,10,4.100000113,4.125287429,-0.025287316,4.476666721,-0.376666607,12,157.1000061,178.8827615,-21.78275536,172.1800018,-15.07999573,1762.000046,2341.355211,-579.3551657,1943.46003,-181.4599838,12,6.300000191,6.033333381,11,10,12,1,1,11,10,2008,-46.87,37.68,NA,-0.031135381,both,TRUE,-46.87,37.68,46.87,Diomedea_exulans_-46.87_37.68,3.226429141
302 Jones2012,Diomedea_exulans,Diomedea_exulans,Diomedea_exulans,monogamy,yearly,wandering_albatross,-46.87,37.68,no,microsatellite,2009,2010,November,October,24,19,61,80,156,37.68,2009,11,95,4.700000286,4.186206957,0.513793329,4.38000021,0.320000076,10,4.15833348,4.125287429,0.033046052,4.3533334,-0.194999919,12,134.8000031,178.8827615,-44.08275841,168.3000031,-33.5,1628.400032,2341.355211,-712.9551794,1946.760034,-318.3600021,12,6,5.883333445,11,10,12,1,1,11,10,2009,-46.87,37.68,0.1704,-0.018892457,both,TRUE,-46.87,37.68,46.87,Diomedea_exulans_-46.87_37.68,3.226429141
441Ryder2012,Dumetella_carolinensis,Dumetella_carolinensis,Dumetella_carolinensis,monogamy,yearly,grey_catbird,39,-76,no,microsatellite,2008,2008,May,August,24.2,NA,NA,NA,157,-76,2008,5,96,16.70000076,17.71379346,-1.013792696,17.96000004,-1.259999275,8,22.60000038,22.19913825,0.400862135,22.7400003,-0.139999914,4,164.3000031,92.9620701,71.33793295,79.81999969,84.48000336,380.9000015,407.3310404,-26.43103886,436.5800056,-55.68000412,4,12.40000057,11.92500019,5,8,4,1,1,5,8,2008,39,-76,0.578143889,0.629164464,both,TRUE,39,-76,39,Dumetella_carolinensis_39_-76,14.33554625
441Ryder2012,Dumetella_carolinensis,Dumetella_carolinensis,Dumetella_carolinensis,monogamy,yearly,grey_catbird,39,-76,no,microsatellite,2009,2009,May,August,26.4,NA,NA,NA,158,-76,2009,5,96,18.70000076,17.71379346,0.986207304,18.02000027,0.680000496,8,22.5,22.19913825,0.300861753,22.85500035,-0.355000353,4,133.6000061,92.9620701,40.637936,85.94000092,47.66000519,563.7000122,407.3310404,156.3689718,395.4800041,168.2200081,4,11.10000038,10.72500038,5,8,4,1,1,5,8,2009,39,-76,0.604600491,0.634437624,both,TRUE,39,-76,39,Dumetella_carolinensis_39_-76,14.33554625
255Bouwman2006,Emberiza_schoeniclus,Emberiza_schoeniclus,Emberiza_schoeniclus,monogamy,yearly,reed_bunting,51.75,4.75,no,microsatellite,2002,2002,February,July,83.3,55,11,66,159,4.75,2002,2,97,7.300000191,2.727586269,4.572413921,5.440000057,1.860000134,7,11.98333367,10.08908064,1.894253031,11.45666684,0.526666832,6,120.5,46.83793209,73.66206791,67.12000237,53.37999763,431.8000069,367.7793171,64.02068977,411.9400101,19.8599968,6,6.700000286,8.716666937,2,7,6,1,1,2,7,2002,51.75,4.75,0.413295376,0.464365471,both,TRUE,51.75,4.75,51.75,Emberiza_schoeniclus_51.75_4.75,42.0902395
255Bouwman2006,Emberiza_schoeniclus,Emberiza_schoeniclus,Emberiza_schoeniclus,monogamy,yearly,reed_bunting,51.75,4.75,no,microsatellite,2003,2003,February,July,61.8,34,21,55,160,4.75,2003,2,97,2,2.727586269,-0.727586269,5.640000057,-3.640000057,7,11.75000032,10.08908064,1.660919681,11.57666683,0.173333486,6,21.89999962,46.83793209,-24.93793247,75.08000145,-53.18000183,263.6999989,367.7793171,-104.0793182,421.9400085,-158.2400097,6,7.599999905,9.683333476,2,7,6,1,1,2,7,2003,51.75,4.75,0.300243609,0.386457453,both,TRUE,51.75,4.75,51.75,Emberiza_schoeniclus_51.75_4.75,42.0902395
88Mayer2013,Emberiza_schoeniclus,Emberiza_schoeniclus,Emberiza_schoeniclus,monogamy,yearly,reed_bunting,47,8,no,microsatellite,2002,2002,March,August,43,20,27,47,161,8,2002,3,98,0.100000001,-2.303448331,2.403448332,-0.080000001,0.180000003,8,7.050000207,5.544827674,1.505172533,6.993333489,0.056666718,6,92.30000305,103.9241394,-11.6241363,104.4000031,-12.1,981.5000229,865.4448395,116.0551834,917.3200195,64.18000336,6,8.100000381,7.383333524,3,8,6,1,1,3,8,2002,47,8,0.559462368,0.695236591,both,TRUE,47,8,47,Emberiza_schoeniclus_47_8,292.7246039
88Mayer2013,Emberiza_schoeniclus,Emberiza_schoeniclus,Emberiza_schoeniclus,monogamy,yearly,reed_bunting,47,8,no,microsatellite,2003,2003,March,August,37,21,36,57,162,8,2003,3,98,0.600000024,-2.303448331,2.903448355,-0.220000003,0.820000027,8,8.366666853,5.544827674,2.821839179,7.066666831,1.300000023,6,36.20000076,103.9241394,-67.72413859,116.2600037,-80.0600029,631.1000099,865.4448395,-234.3448296,949.7600235,-318.6600136,6,9.300000191,9.066666842,3,8,6,1,1,3,8,2003,47,8,0.498609558,0.692687146,both,TRUE,47,8,47,Emberiza_schoeniclus_47_8,292.7246039
88Mayer2013,Emberiza_schoeniclus,Emberiza_schoeniclus,Emberiza_schoeniclus,monogamy,yearly,reed_bunting,47,8,no,microsatellite,2004,2004,March,August,38,14,23,37,163,8,2004,3,98,-2,-2.303448331,0.303448331,0.060000004,-2.060000004,8,6.466666738,5.544827674,0.921839064,7.343333498,-0.87666676,6,65,103.9241394,-38.92413935,108.3400032,-43.3400032,765.8000259,865.4448395,-99.64481354,932.9000206,-167.0999947,6,7.099999905,7.51666681,3,8,6,1,1,3,8,2004,47,8,0.525091082,0.718295151,both,TRUE,47,8,47,Emberiza_schoeniclus_47_8,292.7246039
88Mayer2013,Emberiza_schoeniclus,Emberiza_schoeniclus,Emberiza_schoeniclus,monogamy,yearly,reed_bunting,47,8,no,microsatellite,2005,2005,March,August,41,16,24,40,164,8,2005,3,98,-1.200000048,-2.303448331,1.103448283,-0.259999995,-0.940000053,8,6.900000254,5.544827674,1.35517258,7.230000158,-0.329999904,6,51,103.9241394,-52.92413935,104.0000023,-53.00000229,803.8000259,865.4448395,-61.64481354,869.3200218,-65.51999588,6,7.099999905,7.51666673,3,8,6,1,1,3,8,2005,47,8,0.471229585,0.719808282,both,TRUE,47,8,47,Emberiza_schoeniclus_47_8,292.7246039
450Pearson2006,Empidonax_traillii,Empidonax_traillii,Empidonax_traillii,monogamy,yearly,southern_willow_flycatcher,35.65,-118.03,no,microsatellite,1997,1997,May,August,25,3,9,12,165,-118.03,1997,5,99,17.60000038,14.72413806,2.875862319,15.38000031,2.220000076,8,21.15000057,20.53965546,0.610345117,20.9300004,0.220000172,4,0.300000012,10.82758644,-10.52758642,16.00000038,-15.70000037,24.40000121,35.15517294,-10.75517173,29.76000068,-5.359999472,4,16.5,16.10000038,5,8,4,1,1,5,8,1997,35.65,-118.03,0.24061642,0.230827747,both,TRUE,35.65,-118.03,35.65,Empidonax_traillii_35.65_-118.03,186.6685396
450Pearson2006,Empidonax_traillii,Empidonax_traillii,Empidonax_traillii,monogamy,yearly,southern_willow_flycatcher,35.65,-118.03,no,microsatellite,1998,1998,May,August,21,4,15,19,166,-118.03,1998,5,99,12.10000038,14.72413806,-2.624137681,15.32000046,-3.220000076,8,19.80000019,20.53965546,-0.739655264,20.85000048,-1.050000286,4,37.70000076,10.82758644,26.87241433,14.8400004,22.86000036,77.70000321,35.15517294,42.54483027,28.32000085,49.38000236,4,14.30000019,15.55000019,5,8,4,1,1,5,8,1998,35.65,-118.03,0.275996477,0.263801864,both,TRUE,35.65,-118.03,35.65,Empidonax_traillii_35.65_-118.03,186.6685396
450Pearson2006,Empidonax_traillii,Empidonax_traillii,Empidonax_traillii,monogamy,yearly,southern_willow_flycatcher,35.65,-118.03,no,microsatellite,1999,1999,May,August,37.5,3,5,8,167,-118.03,1999,5,99,13.69999981,14.72413806,-1.024138253,14.66000042,-0.96000061,8,19.55000043,20.53965546,-0.989655026,20.68000035,-1.129999924,4,6.300000191,10.82758644,-4.527586245,21.80000054,-15.50000035,25.90000057,35.15517294,-9.255172363,40.00000132,-14.10000075,4,14.80000019,15.97500014,5,8,4,1,1,5,8,1999,35.65,-118.03,0.251593949,0.240010793,both,TRUE,35.65,-118.03,35.65,Empidonax_traillii_35.65_-118.03,186.6685396
450Pearson2006,Empidonax_traillii,Empidonax_traillii,Empidonax_traillii,monogamy,yearly,southern_willow_flycatcher,35.65,-118.03,no,microsatellite,2000,2000,May,August,40,2,3,5,168,-118.03,2000,5,99,15.5,14.72413806,0.775861937,14.48000031,1.019999695,8,20.79999971,20.53965546,0.260344259,20.42500038,0.374999332,4,5.599999905,10.82758644,-5.227586531,17.10000035,-11.50000044,32.20000086,35.15517294,-2.955172076,39.1600012,-6.960000345,4,15.69999981,16.12500024,5,8,4,1,1,5,8,2000,35.65,-118.03,0.24143117,0.231774494,both,TRUE,35.65,-118.03,35.65,Empidonax_traillii_35.65_-118.03,186.6685396
450Pearson2006,Empidonax_traillii,Empidonax_traillii,Empidonax_traillii,monogamy,yearly,southern_willow_flycatcher,35.65,-118.03,no,microsatellite,2001,2001,May,August,0,0,6,6,169,-118.03,2001,5,99,18,14.72413806,3.275861937,14.86000023,3.139999771,8,21.85000038,20.53965546,1.310344926,20.57500029,1.275000095,4,3.100000143,10.82758644,-7.727586293,11.98000017,-8.880000031,30.40000053,35.15517294,-4.755172408,35.60000115,-5.200000623,4,16.5,16.67500019,5,8,4,1,1,5,8,2001,35.65,-118.03,0.253220926,0.24441247,both,TRUE,35.65,-118.03,35.65,Empidonax_traillii_35.65_-118.03,186.6685396
450Pearson2006,Empidonax_traillii,Empidonax_traillii,Empidonax_traillii,monogamy,yearly,southern_willow_flycatcher,35.65,-118.03,no,microsatellite,2002,2002,May,August,0,0,6,6,170,-118.03,2002,5,99,14.69999981,14.72413806,-0.024138253,15.38000011,-0.680000305,8,21.05000043,20.53965546,0.510344974,20.63000026,0.420000172,4,4.5,10.82758644,-6.327586436,10.6000002,-6.100000203,7.300000109,35.15517294,-27.85517283,38.12000127,-30.82000117,4,15.19999981,16.02500033,5,8,4,1,1,5,8,2002,35.65,-118.03,0.228532332,0.223370859,both,TRUE,35.65,-118.03,35.65,Empidonax_traillii_35.65_-118.03,186.6685396
42Woolfenden2005,Empidonax_virescens,Empidonax_virescens,Empidonax_virescens,monogamy,yearly,acadian_flycatcher,41.77,-79.93,no,microsatellite,1997,1997,May,July,54,7,6,13,171,-79.93,1997,5,100,9.800000191,13.23448296,-3.434482772,12.4,-2.599999809,7,15.96666686,17.32183937,-1.355172508,17.25333354,-1.286666679,3,109,96.09310545,12.90689455,79.70000076,29.29999924,313.5000076,323.4931083,-9.99310066,324.5000031,-10.99999542,3,11.90000057,12.10000038,5,7,3,1,1,5,7,1997,41.77,-79.93,0.586028258,0.741729978,both,TRUE,41.77,-79.93,41.77,Empidonax_virescens_41.77_-79.93,397.3828512
42Woolfenden2005,Empidonax_virescens,Empidonax_virescens,Empidonax_virescens,monogamy,yearly,acadian_flycatcher,41.77,-79.93,no,microsatellite,2000,2000,May,July,55,6,5,11,172,-79.93,2000,5,100,14.30000019,13.23448296,1.065517228,13.02000027,1.279999924,7,17.13333416,17.32183937,-0.188505206,17.54000022,-0.406666056,3,124.8000031,96.09310545,28.7068976,98.82000122,25.98000183,366.4000168,323.4931083,42.9069085,298.8000053,67.60001144,3,12.19999981,11.4333334,5,7,3,1,1,5,7,2000,41.77,-79.93,0.610867487,0.73319042,both,TRUE,41.77,-79.93,41.77,Empidonax_virescens_41.77_-79.93,397.3828512
42Woolfenden2005,Empidonax_virescens,Empidonax_virescens,Empidonax_virescens,monogamy,yearly,acadian_flycatcher,41.77,-79.93,no,microsatellite,2001,2001,May,July,52,11,10,21,173,-79.93,2001,5,100,14,13.23448296,0.765517037,13.36000023,0.639999771,7,17.43333308,17.32183937,0.111493714,17.386667,0.046666082,3,92.20000458,96.09310545,-3.89310087,102.7800018,-10.57999725,236.3000069,323.4931083,-87.19310142,316.2400078,-79.94000092,3,12.40000057,12.03333346,5,7,3,1,1,5,7,2001,41.77,-79.93,0.653138325,0.766670245,both,TRUE,41.77,-79.93,41.77,Empidonax_virescens_41.77_-79.93,397.3828512
42Woolfenden2005,Empidonax_virescens,Empidonax_virescens,Empidonax_virescens,monogamy,yearly,acadian_flycatcher,41.77,-79.93,no,microsatellite,2002,2002,May,July,88,7,1,8,174,-79.93,2002,5,100,11.5,13.23448296,-1.734482963,13.76000023,-2.260000229,7,17.70000076,17.32183937,0.378161397,17.5266669,0.173333867,3,164.3000031,96.09310545,68.2068976,97.06000214,67.24000092,356.4000092,323.4931083,32.90690087,279.4000076,77.00000153,3,12.60000038,12.56666692,5,7,3,1,1,5,7,2002,41.77,-79.93,0.662021579,0.741902805,both,TRUE,41.77,-79.93,41.77,Empidonax_virescens_41.77_-79.93,397.3828512
353Bolton2017,Erythrura_gouldiae,Chloebia_gouldiae,Erythrura_gouldiae,monogamy,yearly,gouldian_finch,-15.57,128,NA,other,2008,2008,February,August,22.8,13,44,57,175,128,2008,2,101,29.20000076,29.67241425,-0.472413491,30.04000053,-0.839999771,8,25.48571478,25.87487718,-0.389162402,25.9685718,-0.482857023,7,447.2000122,189.196554,258.0034582,176.3000008,270.9000114,508.0000126,384.5413848,123.4586278,383.4800047,124.5200079,7,9,14.81428569,2,8,7,1,1,2,8,2008,-15.57,128,0.275738554,0.233989479,both,TRUE,-15.57,128,15.57,Erythrura_gouldiae_-15.57_128,27.7802861
