system:index,epp_row_id,first_month,latitude,longitude,pre_max_mm_day_first_month,pre_mean_mm_day_first_month,pre_sd_mm_day_first_month,pre_sum_mm_first_month,pre_wet_days_gt1mm_first_month,tmp_mean_C_first_month,tmp_range_C_first_month,tmp_sd_C_first_month,weather_dataset,weather_end_date,weather_start_date,year,.geo
00000000000000000173,380,3,53.07,-0.95,11.275532841580116,2.1411140172915566,2.650146677465204,66.37453453603825,17,4.6965876630557695,9.832526524861635,2.485663663334733,ECMWF/ERA5_LAND/DAILY_AGGR,1986-03-31,1986-03-01,1986,"{""type"":""Point"",""coordinates"":[-0.9499999999999997,53.07]}"
00000000000000000174,381,3,53.07,-0.95,8.342499530442637,2.488886820749311,2.6957452477335937,77.15549144322864,17,3.3212055165280776,9.243332544962584,3.0047770460683108,ECMWF/ERA5_LAND/DAILY_AGGR,1987-03-31,1987-03-01,1987,"{""type"":""Point"",""coordinates"":[-0.9499999999999997,53.07]}"
00000000000000000175,382,3,53.07,-0.95,10.566633803136938,2.4996942204826986,2.65734704705851,77.49052083496366,17,5.431021093553134,9.380643208821596,2.334798946259822,ECMWF/ERA5_LAND/DAILY_AGGR,1988-03-31,1988-03-01,1988,"{""type"":""Point"",""coordinates"":[-0.9499999999999997,53.07]}"
00000000000000000176,383,3,53.07,-0.95,9.453266859054565,2.054605497078333,2.525057813794508,63.692770409428334,19,7.022541259437505,9.700311660766602,2.6415898698584854,ECMWF/ERA5_LAND/DAILY_AGGR,1989-03-31,1989-03-01,1989,"{""type"":""Point"",""coordinates"":[-0.9499999999999997,53.07]}"
00000000000000000177,384,3,35.2,-97.43,52.51170247782966,2.9382582709786678,9.61898631176799,91.0860064003387,6,11.457754286899382,21.174457550048828,5.131248354511648,ECMWF/ERA5_LAND/DAILY_AGGR,1994-03-31,1994-03-01,1994,"{""type"":""Point"",""coordinates"":[-97.43000000000002,35.199999999999996]}"
00000000000000000178,385,3,35.2,-97.43,81.08137249945457,4.961171015488337,14.788105108431372,153.79630148013845,10,10.519231640395317,26.777587890625,7.213385535087091,ECMWF/ERA5_LAND/DAILY_AGGR,1995-03-31,1995-03-01,1995,"{""type"":""Point"",""coordinates"":[-97.43000000000002,35.199999999999996]}"
00000000000000000179,386,3,35.2,-97.43,22.73443341255188,1.6657217201277317,4.951292559471253,51.63737332395968,5,8.609519064298263,23.52793566385901,6.360889949006832,ECMWF/ERA5_LAND/DAILY_AGGR,1996-03-31,1996-03-01,1996,"{""type"":""Point"",""coordinates"":[-97.43000000000002,35.199999999999996]}"
0000000000000000017a,387,3,46.25,20.13,19.39329472963891,2.1948331633248768,4.09963002352441,68.03982806307118,10,4.96763359397973,15.619462966918945,4.640982334473291,ECMWF/ERA5_LAND/DAILY_AGGR,2006-03-31,2006-03-01,2006,"{""type"":""Point"",""coordinates"":[20.129999999999995,46.25]}"
00000000000000000183,407,3,-1.38,-89.62,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,2000-03-31,2000-03-01,2000,"{""type"":""Point"",""coordinates"":[-89.62,-1.38]}"
00000000000000000184,408,3,-1.38,-89.62,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,2001-03-31,2001-03-01,2001,"{""type"":""Point"",""coordinates"":[-89.62,-1.38]}"
00000000000000000185,409,3,-1.38,-89.62,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,2002-03-31,2002-03-01,2002,"{""type"":""Point"",""coordinates"":[-89.62,-1.38]}"
00000000000000000196,429,3,-15.55,128.0,10.910964646143384,1.444797554230967,2.862964150644562,44.78872418115998,7,29.042760447020196,4.952371597290039,1.1710181101807746,ECMWF/ERA5_LAND/DAILY_AGGR,2008-03-31,2008-03-01,2008,"{""type"":""Point"",""coordinates"":[128.0,-15.549999999999997]}"
00000000000000000197,430,3,-15.55,128.0,1.396733522312843,0.19472567382469988,0.4129629087205038,6.036495888565696,3,30.6150225649598,4.889440536499023,1.063997523134167,ECMWF/ERA5_LAND/DAILY_AGGR,2009-03-31,2009-03-01,2009,"{""type"":""Point"",""coordinates"":[128.0,-15.549999999999997]}"
00000000000000000198,431,3,-15.55,128.0,8.824589848416053,0.8730083613636177,2.0976827570776666,27.06325920227215,6,30.248182510047855,5.783312479654967,1.4489240748643248,ECMWF/ERA5_LAND/DAILY_AGGR,2010-03-31,2010-03-01,2010,"{""type"":""Point"",""coordinates"":[128.0,-15.549999999999997]}"
000000000000000001a3,446,3,-15.37,-75.2,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,1995-03-31,1995-03-01,1995,"{""type"":""Point"",""coordinates"":[-75.2,-15.369999999999996]}"
000000000000000001b3,476,3,40.75,-3.7833,21.977922668213523,3.0908823971739112,5.723652848722333,95.81735431239125,11,4.2789745207755985,14.325132369995117,3.3417112904052315,ECMWF/ERA5_LAND/DAILY_AGGR,2004-03-31,2004-03-01,2004,"{""type"":""Point"",""coordinates"":[-3.7833,40.75]}"
000000000000000001b4,477,3,40.75,-3.7833,4.97494619776262,0.8731613415869742,1.3314962216694388,27.0680015891962,9,5.361632837275043,16.15115292867023,4.908296484063878,ECMWF/ERA5_LAND/DAILY_AGGR,2005-03-31,2005-03-01,2005,"{""type"":""Point"",""coordinates"":[-3.7833,40.75]}"
000000000000000001b5,478,3,40.75,-3.7833,15.69619050280835,2.138858153006736,3.7635450403464086,66.30460274320882,10,5.829213735108758,12.380112965901674,3.4097179352305873,ECMWF/ERA5_LAND/DAILY_AGGR,2006-03-31,2006-03-01,2006,"{""type"":""Point"",""coordinates"":[-3.7833,40.75]}"
000000000000000001d9,515,3,48.1333,10.8833,11.015521065417033,1.6228736504887038,2.2033793575386267,50.309083165149815,15,3.1557293020269137,16.295881907145144,3.9191199439398354,ECMWF/ERA5_LAND/DAILY_AGGR,2018-03-31,2018-03-01,2018,"{""type"":""Point"",""coordinates"":[10.8833,48.1333]}"
00000000000000000209,578,3,47.9919,17.3367,5.988854169800106,1.0682683328759879,1.6757119431696497,33.116318319155624,10,6.608900837231726,9.782047907511412,2.1824642904571454,ECMWF/ERA5_LAND/DAILY_AGGR,2016-03-31,2016-03-01,2016,"{""type"":""Point"",""coordinates"":[17.3367,47.99190000000001]}"
0000000000000000020a,579,3,47.9919,17.3367,12.541217431817131,1.1107600025519972,2.6364595108904303,34.43356007911191,6,8.793976658646802,7.7942110697428575,2.3723966022627145,ECMWF/ERA5_LAND/DAILY_AGGR,2017-03-31,2017-03-01,2017,"{""type"":""Point"",""coordinates"":[17.3367,47.99190000000001]}"
0000000000000000020b,580,3,47.9919,17.3367,12.359800811282184,1.658181711596216,2.605256189505344,51.4036330594827,11,3.5066328848562085,19.542464574178098,4.66857701905149,ECMWF/ERA5_LAND/DAILY_AGGR,2018-03-31,2018-03-01,2018,"{""type"":""Point"",""coordinates"":[17.3367,47.99190000000001]}"
00000000000000000235,626,3,52.63,-0.27,9.174749255066672,1.8294693350180484,2.2485728950854713,56.7135493855595,16,8.062681534469789,10.691013971964537,2.5983514575137727,ECMWF/ERA5_LAND/DAILY_AGGR,1991-03-31,1991-03-01,1991,"{""type"":""Point"",""coordinates"":[-0.27,52.63]}"
00000000000000000236,627,3,52.63,-0.27,10.222489814907476,2.3523852162771304,2.5234449407794846,72.92394170459104,16,7.375793075561548,7.426891326904297,1.7120512636536473,ECMWF/ERA5_LAND/DAILY_AGGR,1992-03-31,1992-03-01,1992,"{""type"":""Point"",""coordinates"":[-0.27,52.63]}"
00000000000000000249,646,3,48.1333,10.8833,11.015521065417033,1.6228736504887038,2.2033793575386267,50.309083165149815,15,3.1557293020269137,16.295881907145144,3.9191199439398354,ECMWF/ERA5_LAND/DAILY_AGGR,2018-03-31,2018-03-01,2018,"{""type"":""Point"",""coordinates"":[10.8833,48.1333]}"
0000000000000000024b,648,3,37.1833,-80.5667,23.09333682057968,3.234625872289438,5.129737731835842,100.27340204097257,13,6.27299369073686,22.319857279459654,6.044151890818,ECMWF/ERA5_LAND/DAILY_AGGR,2017-03-31,2017-03-01,2017,"{""type"":""Point"",""coordinates"":[-80.5667,37.1833]}"
00000000000000000002,6,4,49.15,14.72,13.426798582031552,1.8653726589233106,3.119548391507358,55.96117976769932,11,8.861875131395156,10.978501001993834,2.9818496384623945,ECMWF/ERA5_LAND/DAILY_AGGR,2004-04-30,2004-04-01,2004,"{""type"":""Point"",""coordinates"":[14.72,49.150000000000006]}"
00000000000000000006,10,4,37.65,-84.12,12.439975142473969,1.7556762459062014,2.7528751277978953,52.67028737718604,15,12.788363308376757,19.6979764302572,5.745482259981053,ECMWF/ERA5_LAND/DAILY_AGGR,1992-04-30,1992-04-01,1992,"{""type"":""Point"",""coordinates"":[-84.12,37.65]}"
0000000000000000000a,14,4,16.8,41.88,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,2011-04-30,2011-04-01,2011,"{""type"":""Point"",""coordinates"":[41.879999999999995,16.8]}"
0000000000000000000e,19,4,60.38,10.52,26.60902304349122,4.638572511972328,5.560614779505367,139.15717535916983,19,0.8105067147149214,8.793929417928041,2.6241131635631527,ECMWF/ERA5_LAND/DAILY_AGGR,1998-04-30,1998-04-01,1998,"{""type"":""Point"",""coordinates"":[10.52,60.379999999999995]}"
00000000000000000017,28,4,41.35,-0.18,18.38633716096183,1.8315644632578436,4.1597355837203285,54.946933897735306,7,13.465512953864224,10.488955815633119,2.5739208818039496,ECMWF/ERA5_LAND/DAILY_AGGR,1993-04-30,1993-04-01,1993,"{""type"":""Point"",""coordinates"":[-0.18000000000000002,41.349999999999994]}"
00000000000000000022,39,4,52.03,5.85,16.00425447992393,2.462894944711754,3.7058660537491748,73.88684834135262,13,11.749973932902043,9.701541264851869,2.4617443969046375,ECMWF/ERA5_LAND/DAILY_AGGR,2014-04-30,2014-04-01,2014,"{""type"":""Point"",""coordinates"":[5.85,52.03]}"
0000000000000000002a,47,4,48.92,17.08,9.911152720349037,1.1620467912704175,2.079379796764588,34.86140373811253,7,10.129835743374315,11.067337671915652,2.712875780808778,ECMWF/ERA5_LAND/DAILY_AGGR,2004-04-30,2004-04-01,2004,"{""type"":""Point"",""coordinates"":[17.080000000000002,48.92]}"
0000000000000000002c,49,4,44.75,-63.68,21.67523205270072,3.5321063284564267,5.412632018220095,105.9631898536928,15,5.406470765007884,9.359820048014342,2.5565586345469455,ECMWF/ERA5_LAND/DAILY_AGGR,2000-04-30,2000-04-01,2000,"{""type"":""Point"",""coordinates"":[-63.67999999999999,44.75]}"
0000000000000000002f,52,4,52.33,11.0,7.7308356761882635,0.9744069547256373,1.8930030055996303,29.23220864176912,5,10.701941447787837,15.734257380167662,5.14762253935984,ECMWF/ERA5_LAND/DAILY_AGGR,1993-04-30,1993-04-01,1993,"{""type"":""Point"",""coordinates"":[10.999999999999998,52.33]}"
00000000000000000030,53,4,59.83,17.63,11.746600270271301,1.6986602535583966,2.675386061652977,50.959807606751895,11,3.435297075907414,9.938069025675475,2.963605130830271,ECMWF/ERA5_LAND/DAILY_AGGR,1988-04-30,1988-04-01,1988,"{""type"":""Point"",""coordinates"":[17.63,59.82999999999999]}"
00000000000000000031,54,4,53.13,6.58,6.00134492020743,1.4620038860414297,1.8273882324650068,43.86011658124289,11,7.87729746500654,11.304348627726256,2.971202264728963,ECMWF/ERA5_LAND/DAILY_AGGR,2008-04-30,2008-04-01,2008,"{""type"":""Point"",""coordinates"":[6.58,53.13]}"
00000000000000000032,55,4,39.55,-4.33,12.229595040082586,2.844050136397769,3.493636351841247,85.32150409193306,16,9.233036740620955,8.171014785766602,1.7793266552896523,ECMWF/ERA5_LAND/DAILY_AGGR,2012-04-30,2012-04-01,2012,"{""type"":""Point"",""coordinates"":[-4.33,39.55]}"
00000000000000000033,56,4,59.83,17.67,5.224752426045143,1.1697992462926503,1.7259494460387954,35.09397738877951,9,3.8240646574232526,16.428853352864564,4.493608540501786,ECMWF/ERA5_LAND/DAILY_AGGR,1998-04-30,1998-04-01,1998,"{""type"":""Point"",""coordinates"":[17.67,59.82999999999999]}"
00000000000000000034,57,4,52.37,11.02,7.862219214434418,0.9857417713404241,1.9224704988426478,29.572253140212723,5,10.667921808030892,15.856653213500977,5.137891223126476,ECMWF/ERA5_LAND/DAILY_AGGR,1993-04-30,1993-04-01,1993,"{""type"":""Point"",""coordinates"":[11.019999999999998,52.37]}"
00000000000000000035,58,4,55.67,12.57,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,1998-04-30,1998-04-01,1998,"{""type"":""Point"",""coordinates"":[12.569999999999997,55.67]}"
00000000000000000036,59,4,52.15,10.32,15.068956392326527,3.394762156309028,3.7903013659680553,101.84286468927084,18,9.291946601867696,9.381807327270508,2.593887993919727,ECMWF/ERA5_LAND/DAILY_AGGR,1998-04-30,1998-04-01,1998,"{""type"":""Point"",""coordinates"":[10.320000000000004,52.15]}"
00000000000000000037,60,4,28.42,16.38,4.15995717048645,0.14415041653007185,0.7457992367645421,4.324512495902155,1,20.727434857686383,10.855908075968443,2.7399632323597034,ECMWF/ERA5_LAND/DAILY_AGGR,2009-04-30,2009-04-01,2009,"{""type"":""Point"",""coordinates"":[16.38,28.419999999999998]}"
00000000000000000039,62,4,41.38,2.15,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,1995-04-30,1995-04-01,1995,"{""type"":""Point"",""coordinates"":[2.15,41.379999999999995]}"
0000000000000000003b,64,4,46.33,7.67,24.61776435370666,3.7817975890189834,5.6892593161897524,113.4539276705695,14,-1.7092647340562395,10.123187383015932,2.7358587345518024,ECMWF/ERA5_LAND/DAILY_AGGR,2004-04-30,2004-04-01,2004,"{""type"":""Point"",""coordinates"":[7.670000000000002,46.330000000000005]}"
0000000000000000003d,66,4,44.57,-76.32,34.62918400759918,4.381662972005884,8.292395004904364,131.44988916017653,12,6.713731087578691,9.464101791381836,2.4653495445021263,ECMWF/ERA5_LAND/DAILY_AGGR,2005-04-30,2005-04-01,2005,"{""type"":""Point"",""coordinates"":[-76.32,44.57]}"
00000000000000000063,104,4,54.75,-3.02,16.982132784960413,4.157051422100603,4.357442983709493,124.7115426630181,22,5.718262248569086,9.841033299763978,2.6448815451057985,ECMWF/ERA5_LAND/DAILY_AGGR,1998-04-30,1998-04-01,1998,"{""type"":""Point"",""coordinates"":[-3.02,54.75000000000001]}"
00000000000000000064,105,4,54.75,-3.02,15.568721294300758,3.277500729133346,3.952152290841498,98.32502187400038,19,7.471891318427214,10.462615331013978,3.0493116091830927,ECMWF/ERA5_LAND/DAILY_AGGR,1999-04-30,1999-04-01,1999,"{""type"":""Point"",""coordinates"":[-3.02,54.75000000000001]}"
00000000000000000065,106,4,51.17,-4.63,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,1997-04-30,1997-04-01,1997,"{""type"":""Point"",""coordinates"":[-4.63,51.17]}"
00000000000000000066,107,4,51.17,-4.63,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,1998-04-30,1998-04-01,1998,"{""type"":""Point"",""coordinates"":[-4.63,51.17]}"
00000000000000000067,108,4,51.17,-4.63,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,1999-04-30,1999-04-01,1999,"{""type"":""Point"",""coordinates"":[-4.63,51.17]}"
00000000000000000068,109,4,51.17,-4.63,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,2000-04-30,2000-04-01,2000,"{""type"":""Point"",""coordinates"":[-4.63,51.17]}"
0000000000000000007c,129,4,56.5,10.83,15.854800336001063,2.9651164789014453,3.952277511563653,88.95349436704336,18,6.442456584506584,10.99185625712073,2.4570760412432144,ECMWF/ERA5_LAND/DAILY_AGGR,1998-04-30,1998-04-01,1998,"{""type"":""Point"",""coordinates"":[10.83,56.5]}"
0000000000000000007d,130,4,56.5,10.83,11.558926105294631,1.459802449116765,2.6107705614886543,43.79407347350295,10,7.408243857489712,7.055287043253543,1.797372241034585,ECMWF/ERA5_LAND/DAILY_AGGR,1999-04-30,1999-04-01,1999,"{""type"":""Point"",""coordinates"":[10.83,56.5]}"
000000000000000000ac,177,4,62.98,22.83,12.844398617744446,1.5382711328609133,2.8929198515760084,46.1481339858274,8,4.863020176357716,16.184462229410826,4.723327588647612,ECMWF/ERA5_LAND/DAILY_AGGR,1990-04-30,1990-04-01,1990,"{""type"":""Point"",""coordinates"":[22.83,62.980000000000004]}"
000000000000000000ad,178,4,62.98,22.83,4.658913612331617,0.7741538575733861,1.180294712406829,23.22461572720158,9,3.9289784749349206,11.103238423665346,3.3310891007951504,ECMWF/ERA5_LAND/DAILY_AGGR,1991-04-30,1991-04-01,1991,"{""type"":""Point"",""coordinates"":[22.83,62.980000000000004]}"
000000000000000000ae,179,4,62.98,22.83,5.278795957565308,1.363158053376523,1.5522778164751272,40.89474160129569,13,0.13282131618925633,13.850461959838867,3.0267370174110395,ECMWF/ERA5_LAND/DAILY_AGGR,1992-04-30,1992-04-01,1992,"{""type"":""Point"",""coordinates"":[22.83,62.980000000000004]}"
000000000000000000af,180,4,50.1,20.4,10.100437451569633,2.166283287615419,3.0048523694091545,64.98849862846257,13,7.260141097174772,21.19245656331384,5.080266534350834,ECMWF/ERA5_LAND/DAILY_AGGR,2003-04-30,2003-04-01,2003,"{""type"":""Point"",""coordinates"":[20.4,50.1]}"
000000000000000000b0,181,4,50.1,20.4,11.566513776774201,1.5873040767064122,2.611940254308948,47.61912230119236,11,8.856617969936819,10.288252512613894,2.5647492157360903,ECMWF/ERA5_LAND/DAILY_AGGR,2004-04-30,2004-04-01,2004,"{""type"":""Point"",""coordinates"":[20.4,50.1]}"
000000000000000000b1,182,4,50.1,20.4,7.632642984390259,1.3930682015743656,1.9571722152110234,41.79204604723097,11,9.06781637403702,11.703145345052121,3.0261379248580633,ECMWF/ERA5_LAND/DAILY_AGGR,2005-04-30,2005-04-01,2005,"{""type"":""Point"",""coordinates"":[20.4,50.1]}"
000000000000000000b2,183,4,50.1,20.4,8.745490404692191,2.069527404002258,2.476917765508229,62.085822120067746,17,9.412003707885766,12.173373540242494,3.4151386309743503,ECMWF/ERA5_LAND/DAILY_AGGR,2006-04-30,2006-04-01,2006,"{""type"":""Point"",""coordinates"":[20.4,50.1]}"
000000000000000000b3,184,4,52.45,7.25,10.832437872881684,2.6095456451972865,2.7131875862181762,78.2863693559186,19,11.021247545878117,14.092750549316406,4.4820872569625285,ECMWF/ERA5_LAND/DAILY_AGGR,1993-04-30,1993-04-01,1993,"{""type"":""Point"",""coordinates"":[7.250000000000001,52.45]}"
000000000000000000b4,185,4,52.45,7.25,11.87797249514233,1.7371596416441075,2.6290737020766866,52.11478924932322,13,8.85366853078209,12.990341186523438,3.055472830183058,ECMWF/ERA5_LAND/DAILY_AGGR,1995-04-30,1995-04-01,1995,"{""type"":""Point"",""coordinates"":[7.250000000000001,52.45]}"
000000000000000000b5,186,4,52.45,7.25,2.959832549095154,0.3631054184419706,0.666857642072846,10.893162553259117,4,8.743372323777967,19.075511932373047,4.914056367705531,ECMWF/ERA5_LAND/DAILY_AGGR,1996-04-30,1996-04-01,1996,"{""type"":""Point"",""coordinates"":[7.250000000000001,52.45]}"
000000000000000000b6,187,4,41.07,-3.45,14.81132805330887,1.9879891149527633,3.0766107808109378,59.6396734485829,12,7.146429655287024,17.18922742207843,4.0206453006594876,ECMWF/ERA5_LAND/DAILY_AGGR,2005-04-30,2005-04-01,2005,"{""type"":""Point"",""coordinates"":[-3.45,41.07]}"
000000000000000000b7,188,4,41.07,-3.45,15.276539325668637,2.624916033438751,4.210797059505262,78.74748100316253,11,8.196902253892711,7.477988560994447,2.0113947238297283,ECMWF/ERA5_LAND/DAILY_AGGR,2006-04-30,2006-04-01,2006,"{""type"":""Point"",""coordinates"":[-3.45,41.07]}"
000000000000000000bc,193,4,37.22,-80.42,16.755405068295204,2.8511847659716003,4.089898408328488,85.535542979148,11,10.84363765716555,18.916501363118527,4.529618755382265,ECMWF/ERA5_LAND/DAILY_AGGR,2009-04-30,2009-04-01,2009,"{""type"":""Point"",""coordinates"":[-80.42,37.22]}"
000000000000000000bd,194,4,37.22,-80.42,9.620734083910065,1.1952475321891143,2.4018540299708646,35.85742596567343,6,12.984339523315453,12.316137313842773,3.4521623918512296,ECMWF/ERA5_LAND/DAILY_AGGR,2010-04-30,2010-04-01,2010,"{""type"":""Point"",""coordinates"":[-80.42,37.22]}"
000000000000000000be,195,4,37.12,138.02,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,2005-04-30,2005-04-01,2005,"{""type"":""Point"",""coordinates"":[138.02,37.11999999999999]}"
000000000000000000bf,196,4,37.12,138.02,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,2006-04-30,2006-04-01,2006,"{""type"":""Point"",""coordinates"":[138.02,37.11999999999999]}"
000000000000000000c0,197,4,35.22,139.88,46.31967732581188,3.627042468877543,8.750854942955254,108.81127406632629,14,12.819748391045486,9.367324829101562,2.323035999023085,ECMWF/ERA5_LAND/DAILY_AGGR,2006-04-30,2006-04-01,2006,"{""type"":""Point"",""coordinates"":[139.88,35.22]}"
000000000000000000c1,198,4,35.22,139.88,27.843783553148427,3.8876787616473507,6.6376039682258,116.63036284942052,17,13.122003322177486,11.105656941731752,2.8586718858305002,ECMWF/ERA5_LAND/DAILY_AGGR,2007-04-30,2007-04-01,2007,"{""type"":""Point"",""coordinates"":[139.88,35.22]}"
000000000000000000e8,237,4,49.5,8.17,16.03252589702464,2.7807343674030705,4.028752617361956,83.42203102209211,13,10.535676617092578,12.593998591105162,2.666705628769734,ECMWF/ERA5_LAND/DAILY_AGGR,2005-04-30,2005-04-01,2005,"{""type"":""Point"",""coordinates"":[8.170000000000002,49.50000000000001]}"
000000000000000000e9,238,4,49.5,8.17,7.814131435907257,1.697978870562622,1.8956332520287205,50.93936611687866,15,9.400746112399652,10.595917383829715,2.913523363604607,ECMWF/ERA5_LAND/DAILY_AGGR,2006-04-30,2006-04-01,2006,"{""type"":""Point"",""coordinates"":[8.170000000000002,49.50000000000001]}"
000000000000000000ea,239,4,37.53,127.03,35.24323105801841,2.2137888940500026,6.649797464473484,66.41366682150007,6,11.388842307196747,14.250485102335631,3.2562835125507985,ECMWF/ERA5_LAND/DAILY_AGGR,2005-04-30,2005-04-01,2005,"{""type"":""Point"",""coordinates"":[127.03000000000002,37.53]}"
000000000000000000eb,240,4,37.53,127.03,33.57012327086295,3.5220374628821105,6.9118474851566525,105.66112388646332,12,9.759727774726041,8.959233601888002,2.2927752217079673,ECMWF/ERA5_LAND/DAILY_AGGR,2006-04-30,2006-04-01,2006,"{""type"":""Point"",""coordinates"":[127.03000000000002,37.53]}"
000000000000000000ec,241,4,52.45,7.25,10.954933344635265,1.5379584316897639,2.4766787677869018,46.13875295069292,10,9.927057245042612,14.869665781656863,4.010036428686292,ECMWF/ERA5_LAND/DAILY_AGGR,2000-04-30,2000-04-01,2000,"{""type"":""Point"",""coordinates"":[7.250000000000001,52.45]}"
000000000000000000ed,242,4,52.45,7.25,9.96096730222007,3.0918466428730085,2.5251240038201797,92.75539928619025,21,7.566777420043972,13.120844523111998,3.1580315170355293,ECMWF/ERA5_LAND/DAILY_AGGR,2001-04-30,2001-04-01,2001,"{""type"":""Point"",""coordinates"":[7.250000000000001,52.45]}"
000000000000000000ee,243,4,52.45,7.25,9.20659005635116,1.9704020800253612,3.0286607515682458,59.112062400760834,10,8.733943282233366,9.280099868774414,2.415882822617446,ECMWF/ERA5_LAND/DAILY_AGGR,2002-04-30,2002-04-01,2002,"{""type"":""Point"",""coordinates"":[7.250000000000001,52.45]}"
000000000000000000f1,246,4,43.66,3.67,34.452974796295166,4.054260401376908,7.785191775183556,121.62781204130724,12,11.368300734625949,5.345357259114564,1.4259468254944072,ECMWF/ERA5_LAND/DAILY_AGGR,2000-04-30,2000-04-01,2000,"{""type"":""Point"",""coordinates"":[3.67,43.660000000000004]}"
000000000000000000f2,247,4,43.66,3.67,34.763145446675026,2.001976209860364,6.305648674447805,60.05928629581092,8,11.311729134453687,8.013179779052734,1.8704243819573647,ECMWF/ERA5_LAND/DAILY_AGGR,2001-04-30,2001-04-01,2001,"{""type"":""Point"",""coordinates"":[3.67,43.660000000000004]}"
000000000000000000f7,252,4,58.87,9.6,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,1992-04-30,1992-04-01,1992,"{""type"":""Point"",""coordinates"":[9.6,58.870000000000005]}"
000000000000000000f8,253,4,58.87,9.6,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,1993-04-30,1993-04-01,1993,"{""type"":""Point"",""coordinates"":[9.6,58.870000000000005]}"
000000000000000000f9,254,4,58.87,9.6,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,1994-04-30,1994-04-01,1994,"{""type"":""Point"",""coordinates"":[9.6,58.870000000000005]}"
000000000000000000fa,257,4,58.87,9.6,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,1992-04-30,1992-04-01,1992,"{""type"":""Point"",""coordinates"":[9.6,58.870000000000005]}"
000000000000000000fb,258,4,58.87,9.6,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,1993-04-30,1993-04-01,1993,"{""type"":""Point"",""coordinates"":[9.6,58.870000000000005]}"
000000000000000000fc,259,4,58.87,9.6,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,1994-04-30,1994-04-01,1994,"{""type"":""Point"",""coordinates"":[9.6,58.870000000000005]}"
000000000000000000fd,260,4,58.87,9.6,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,1995-04-30,1995-04-01,1995,"{""type"":""Point"",""coordinates"":[9.6,58.870000000000005]}"
00000000000000000105,268,4,47.33,-2.87,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,2009-04-30,2009-04-01,2009,"{""type"":""Point"",""coordinates"":[-2.8700000000000006,47.33]}"
00000000000000000106,269,4,47.33,-2.87,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,2010-04-30,2010-04-01,2010,"{""type"":""Point"",""coordinates"":[-2.8700000000000006,47.33]}"
00000000000000000107,270,4,47.33,-2.87,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,2011-04-30,2011-04-01,2011,"{""type"":""Point"",""coordinates"":[-2.8700000000000006,47.33]}"
00000000000000000108,271,4,51.0,-4.0,12.126073241233826,1.2647069017695856,2.5996612968447845,37.94120705308757,8,8.585008049011256,7.580617904663086,1.7318101530772627,ECMWF/ERA5_LAND/DAILY_AGGR,1995-04-30,1995-04-01,1995,"{""type"":""Point"",""coordinates"":[-4.0,50.99999999999999]}"
00000000000000000109,272,4,51.0,-4.0,13.82489204399917,2.147862694818059,3.215395162168654,64.43588084454177,12,8.118469980027962,7.571733474731445,1.9591560986594119,ECMWF/ERA5_LAND/DAILY_AGGR,1996-04-30,1996-04-01,1996,"{""type"":""Point"",""coordinates"":[-4.0,50.99999999999999]}"
00000000000000000117,286,4,10.67,-85.5,0.3485945127863488,0.07406689545123395,0.08488818977825668,2.2220068635370183,0,27.68863078223337,1.2113018035888672,0.3193654220352166,ECMWF/ERA5_LAND/DAILY_AGGR,2002-04-30,2002-04-01,2002,"{""type"":""Point"",""coordinates"":[-85.5,10.67]}"
00000000000000000118,287,4,10.67,-85.5,8.485615253448486,1.0497656047451898,1.8434447556082334,31.492968142355693,9,28.121523475646992,3.6777483622232694,0.8064795556311675,ECMWF/ERA5_LAND/DAILY_AGGR,2003-04-30,2003-04-01,2003,"{""type"":""Point"",""coordinates"":[-85.5,10.67]}"
