"record_id","Clements_name","family","lat","long","climate_year","breeding_start_month_num","breeding_end_month_num","stored_ndvi","can_first_month","gee_output_present","gee_output_ndvi","missing_coordinates","missing_study_year","missing_start_month","missing_required_input","missing_stored_ndvi","no_valid_pixel_after_masking","missingness_category"
156,"Diomedea_exulans","Diomedeidae",-46.87,37.68,2009,11,10,0.1704,1,TRUE,0.1704,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
159,"Emberiza_schoeniclus","Emberizidae",51.75,4.75,2002,2,7,0.413295376,1,TRUE,0.413295375555921,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
160,"Emberiza_schoeniclus","Emberizidae",51.75,4.75,2003,2,7,0.300243609,1,TRUE,0.300243608960632,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
161,"Emberiza_schoeniclus","Emberizidae",47,8,2002,3,8,0.559462368,1,TRUE,0.559462368366715,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
162,"Emberiza_schoeniclus","Emberizidae",47,8,2003,3,8,0.498609558,1,TRUE,0.498609558268311,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
163,"Emberiza_schoeniclus","Emberizidae",47,8,2004,3,8,0.525091082,1,TRUE,0.525091082368958,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
164,"Emberiza_schoeniclus","Emberizidae",47,8,2005,3,8,0.471229585,1,TRUE,0.471229585253456,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
165,"Empidonax_traillii","Tyrannidae",35.65,-118.03,1997,5,8,0.24061642,1,TRUE,0.240616419926518,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
166,"Empidonax_traillii","Tyrannidae",35.65,-118.03,1998,5,8,0.275996477,1,TRUE,0.275996477199049,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
167,"Empidonax_traillii","Tyrannidae",35.65,-118.03,1999,5,8,0.251593949,1,TRUE,0.251593948562784,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
168,"Empidonax_traillii","Tyrannidae",35.65,-118.03,2000,5,8,0.24143117,1,TRUE,0.241431169749087,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
169,"Empidonax_traillii","Tyrannidae",35.65,-118.03,2001,5,8,0.253220926,1,TRUE,0.253220926086017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
170,"Empidonax_traillii","Tyrannidae",35.65,-118.03,2002,5,8,0.228532332,1,TRUE,0.228532331964556,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
171,"Empidonax_virescens","Tyrannidae",41.77,-79.93,1997,5,7,0.586028258,1,TRUE,0.586028258444061,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
172,"Empidonax_virescens","Tyrannidae",41.77,-79.93,2000,5,7,0.610867487,1,TRUE,0.610867486560503,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
173,"Empidonax_virescens","Tyrannidae",41.77,-79.93,2001,5,7,0.653138325,1,TRUE,0.65313832538797,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
174,"Empidonax_virescens","Tyrannidae",41.77,-79.93,2002,5,7,0.662021579,1,TRUE,0.662021579267674,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
175,"Chloebia_gouldiae","Estrildidae",-15.57,128,2008,2,8,0.275738554,1,TRUE,0.275738554137613,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
176,"Chloebia_gouldiae","Estrildidae",-15.57,128,2009,2,8,0.25149869,1,TRUE,0.251498689899122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
177,"Falco_tinnunculus","Falconidae",62.98,22.83,1990,4,7,0.345864432,1,TRUE,0.345864431874382,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
178,"Falco_tinnunculus","Falconidae",62.98,22.83,1991,4,7,0.332940688,1,TRUE,0.33294068787124,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
179,"Falco_tinnunculus","Falconidae",62.98,22.83,1992,4,7,NA,1,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"No valid pixel after masking"
180,"Ficedula_albicollis","Muscicapidae",50.1,20.4,2003,4,6,0.314235916,1,TRUE,0.314235915913355,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
181,"Ficedula_albicollis","Muscicapidae",50.1,20.4,2004,4,7,0.430027972,1,TRUE,0.430027972027972,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
182,"Ficedula_albicollis","Muscicapidae",50.1,20.4,2005,4,7,0.341032748,1,TRUE,0.341032748157781,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
183,"Ficedula_albicollis","Muscicapidae",50.1,20.4,2006,4,7,0.345985865,1,TRUE,0.345985865481536,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
184,"Ficedula_hypoleuca","Muscicapidae",52.45,7.25,1993,4,6,0.457072124,1,TRUE,0.457072124413145,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
185,"Ficedula_hypoleuca","Muscicapidae",52.45,7.25,1995,4,6,0.442357524,1,TRUE,0.442357524163569,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
186,"Ficedula_hypoleuca","Muscicapidae",52.45,7.25,1996,4,6,0.366401697,1,TRUE,0.366401697247706,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
187,"Ficedula_hypoleuca","Muscicapidae",41.07,-3.45,2005,4,6,0.485667785,1,TRUE,0.485667784959475,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
188,"Ficedula_hypoleuca","Muscicapidae",41.07,-3.45,2006,4,6,0.488899538,1,TRUE,0.488899538319483,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
191,"Geospiza_fortis","Thraupidae",-0.42,-90.37,1987,1,4,0.117105075,1,TRUE,0.117105075268817,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
192,"Geospiza_fortis","Thraupidae",-0.42,-90.37,1991,1,4,0.167590652,1,TRUE,0.167590651834504,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
193,"Hirundo_rustica","Hirundinidae",37.22,-80.42,2009,4,8,0.475342849,1,TRUE,0.475342849404117,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
194,"Hirundo_rustica","Hirundinidae",37.22,-80.42,2010,4,8,0.532754009,1,TRUE,0.532754008667389,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
195,"Hirundo_rustica","Hirundinidae",37.12,138.02,2005,4,8,0.326318929,1,TRUE,0.326318928683632,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
196,"Hirundo_rustica","Hirundinidae",37.12,138.02,2006,4,8,0.198434464,1,TRUE,0.198434464285714,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
197,"Hirundo_rustica","Hirundinidae",35.22,139.88,2006,4,8,0.523984403,1,TRUE,0.523984402515723,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
198,"Hirundo_rustica","Hirundinidae",35.22,139.88,2007,4,8,0.566680952,1,TRUE,0.56668095165472,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
199,"Hylocichla_mustelina","Turdidae",41.77,-79.93,2002,5,7,0.662021579,1,TRUE,0.662021579267674,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
200,"Hylocichla_mustelina","Turdidae",41.77,-79.93,2003,5,7,0.639797449,1,TRUE,0.639797449031342,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
201,"Hylocichla_mustelina","Turdidae",41.77,-79.93,2004,5,7,0.67643831,1,TRUE,0.676438310173446,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
202,"Icterus_galbula","Icteridae",36.37,-121.55,1994,3,6,0.49585043,1,TRUE,0.495850429639549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
203,"Icterus_galbula","Icteridae",36.37,-121.55,1995,3,6,0.579354022,1,TRUE,0.579354022358615,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
204,"Jynx_torquilla","Picidae",51.9,11,2003,5,7,0.714860385,1,TRUE,0.714860384867881,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
205,"Jynx_torquilla","Picidae",51.9,11,2004,5,7,0.726849195,1,TRUE,0.726849195305951,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
206,"Jynx_torquilla","Picidae",51.9,11,2005,5,7,0.69991855,1,TRUE,0.699918549975382,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
207,"Lagopus_lagopus","Phasianidae",59.83,-136.33,1987,6,7,0.1982,1,TRUE,0.1982,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
208,"Lagopus_lagopus","Phasianidae",59.83,-136.33,1988,6,7,0.154593671,1,TRUE,0.154593670886076,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
209,"Lagopus_lagopus","Phasianidae",59.83,-136.33,1989,6,7,0.263271063,1,TRUE,0.263271062547099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
210,"Lagopus_lagopus","Phasianidae",59.83,-136.33,1992,6,7,0.235477289,1,TRUE,0.235477288578902,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
211,"Lagopus_leucura","Phasianidae",48.68,-113.72,1996,5,9,0.168085592,1,TRUE,0.168085592343508,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
212,"Lagopus_leucura","Phasianidae",48.68,-113.72,1997,5,9,0.165251593,1,TRUE,0.165251592706503,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
213,"Lagopus_leucura","Phasianidae",48.68,-113.72,1998,5,9,0.241253555,1,TRUE,0.241253555031642,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
214,"Locustella_luscinioides","Locustellidae",40.63,-8.68,2002,3,7,0.487753346,1,TRUE,0.487753346080306,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
215,"Locustella_luscinioides","Locustellidae",40.63,-8.68,2003,3,7,0.47539685,1,TRUE,0.475396849593496,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
216,"Locustella_luscinioides","Locustellidae",40.63,-8.68,2005,3,7,0.402269398,1,TRUE,0.402269398207426,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
217,"Locustella_luscinioides","Locustellidae",40.63,-8.68,2006,3,7,0.480364224,1,TRUE,0.480364224265797,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
218,"Locustella_luscinioides","Locustellidae",40.63,-8.68,2007,3,7,0.486852533,1,TRUE,0.48685253274603,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
219,"Locustella_luscinioides","Locustellidae",40.63,-8.68,2008,3,7,0.524346624,1,TRUE,0.524346624368609,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
220,"Luscinia_svecica","Muscicapidae",62.42,8.87,1991,5,7,0.0429,1,TRUE,0.0429,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
221,"Luscinia_svecica","Muscicapidae",62.42,8.87,1992,5,7,0.2132,1,TRUE,0.2132,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
222,"Luscinia_svecica","Muscicapidae",62.42,8.87,1993,5,7,0.079603395,1,TRUE,0.079603395399781,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
223,"Luscinia_svecica","Muscicapidae",62.42,8.87,1994,5,7,0.141772309,1,TRUE,0.141772309247094,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
224,"Luscinia_svecica","Muscicapidae",62.42,8.87,1995,5,7,-0.056,1,TRUE,-0.056,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
225,"Luscinia_svecica","Muscicapidae",62.42,8.87,1996,5,7,0.0326,1,TRUE,0.0326,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
226,"Luscinia_svecica","Muscicapidae",62.42,8.87,1997,5,7,0.0474,1,TRUE,0.0474,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
227,"Luscinia_svecica","Muscicapidae",62.42,8.87,1998,5,7,0.077397575,1,TRUE,0.0773975745325922,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
228,"Luscinia_svecica","Muscicapidae",62.42,8.87,1999,5,7,0.096841845,1,TRUE,0.0968418454935622,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
229,"Luscinia_svecica","Muscicapidae",62.42,8.87,2000,5,7,0.1325,1,TRUE,0.1325,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
230,"Notiomystis_cincta","Notiomystidae",-36.6,174.88,2004,9,2,0.446314176,1,TRUE,0.446314176245211,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
231,"Notiomystis_cincta","Notiomystidae",-36.6,174.88,2005,9,2,0.30131,1,TRUE,0.30131,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
232,"Notiomystis_cincta","Notiomystidae",-36.6,174.88,2006,9,2,0.058189201,1,TRUE,0.0581892005610098,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
233,"Notiomystis_cincta","Notiomystidae",-36.6,174.88,2007,9,2,0.20992455,1,TRUE,0.209924549763033,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
234,"Notiomystis_cincta","Notiomystidae",-36.6,174.88,2008,9,2,0.263246937,1,TRUE,0.263246937416778,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
235,"Notiomystis_cincta","Notiomystidae",-36.6,174.88,2009,9,2,0.122493807,1,TRUE,0.122493806541406,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
236,"Notiomystis_cincta","Notiomystidae",-36.6,174.88,2010,9,2,0.320927273,1,TRUE,0.320927272727273,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
237,"Oenanthe_oenanthe","Muscicapidae",49.5,8.17,2005,4,9,0.473535874,1,TRUE,0.473535873509591,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
238,"Oenanthe_oenanthe","Muscicapidae",49.5,8.17,2006,4,9,0.409718967,1,TRUE,0.409718966817496,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
239,"Suthora_webbiana","Paradoxornithidae",37.53,127.03,2005,4,8,0.219184859,1,TRUE,0.219184859268845,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
240,"Suthora_webbiana","Paradoxornithidae",37.53,127.03,2006,4,8,0.247861604,1,TRUE,0.247861603580287,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
241,"Periparus_ater","Paridae",52.45,7.25,2000,4,7,0.482104628,1,TRUE,0.482104628427714,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
242,"Periparus_ater","Paridae",52.45,7.25,2001,4,7,0.476230995,1,TRUE,0.476230995456758,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
243,"Periparus_ater","Paridae",52.45,7.25,2002,4,7,0.491891956,1,TRUE,0.491891956027908,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
244,"Cyanistes_caeruleus","Paridae",42.52,8.77,2000,5,7,0.485966915,1,TRUE,0.485966914643696,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
245,"Cyanistes_caeruleus","Paridae",42.52,8.77,2001,5,7,0.537078842,1,TRUE,0.537078841886269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
246,"Cyanistes_caeruleus","Paridae",43.66,3.67,2000,4,6,0.437260217,1,TRUE,0.437260217078303,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
247,"Cyanistes_caeruleus","Paridae",43.66,3.67,2001,4,6,0.492034244,1,TRUE,0.492034243803743,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
248,"Cyanistes_caeruleus","Paridae",51.25,4.47,1990,3,6,0.386307895,1,TRUE,0.386307895404925,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
249,"Cyanistes_caeruleus","Paridae",51.25,4.47,1991,3,6,0.391290365,1,TRUE,0.391290364756829,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
250,"Cyanistes_caeruleus","Paridae",51.25,4.47,1992,3,6,0.200130525,1,TRUE,0.200130525238745,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
251,"Cyanistes_caeruleus","Paridae",51.25,4.47,1993,3,6,0.336075595,1,TRUE,0.336075595436376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
252,"Cyanistes_caeruleus","Paridae",58.87,9.6,1992,4,7,0.238057389,1,TRUE,0.238057389110784,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
253,"Cyanistes_caeruleus","Paridae",58.87,9.6,1993,4,7,0.254411526,1,TRUE,0.254411525785188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
254,"Cyanistes_caeruleus","Paridae",58.87,9.6,1994,4,7,0.088278495,1,TRUE,0.0882784950071327,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
255,"Parus_major","Paridae",33.52,130.03,1999,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
256,"Parus_major","Paridae",33.52,130.03,2000,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
257,"Parus_major","Paridae",58.87,9.6,1992,4,7,0.238057389,1,TRUE,0.238057389110784,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
258,"Parus_major","Paridae",58.87,9.6,1993,4,7,0.254411526,1,TRUE,0.254411525785188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
259,"Parus_major","Paridae",58.87,9.6,1994,4,7,0.088278495,1,TRUE,0.0882784950071327,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
260,"Parus_major","Paridae",58.87,9.6,1995,4,7,0.209052391,1,TRUE,0.209052391149179,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
261,"Parus_major","Paridae",51.42,7.65,1993,3,6,0.329773447,1,TRUE,0.329773447046843,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
262,"Parus_major","Paridae",51.42,7.65,1994,3,6,0.321816357,1,TRUE,0.321816356924644,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
263,"Parus_major","Paridae",42.67,141.6,2009,5,7,0.471054556,1,TRUE,0.471054556248145,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
264,"Parus_major","Paridae",42.67,141.6,2010,5,7,0.482297716,1,TRUE,0.482297716405606,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
265,"Sittiparus_varius","Paridae",40.02,122.93,2009,3,7,0.222324656,1,TRUE,0.2223246563216,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
266,"Sittiparus_varius","Paridae",40.02,122.93,2010,3,7,0.203390804,1,TRUE,0.203390803999167,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
267,"Sittiparus_varius","Paridae",40.02,122.93,2011,3,7,0.198587961,1,TRUE,0.198587960841491,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
268,"Passer_domesticus","Passeridae",47.33,-2.87,2009,4,6,NA,1,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"No valid pixel after masking"
269,"Passer_domesticus","Passeridae",47.33,-2.87,2010,4,6,0.12004,1,TRUE,0.12004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
270,"Passer_domesticus","Passeridae",47.33,-2.87,2011,4,6,0.1644,1,TRUE,0.1644,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
271,"Passer_domesticus","Passeridae",51,-4,1995,4,7,0.666653413,1,TRUE,0.666653413485791,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
272,"Passer_domesticus","Passeridae",51,-4,1996,4,7,0.693180048,1,TRUE,0.693180047996428,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
273,"Passer_domesticus","Passeridae",35.7,-83.2,1995,3,8,0.512914172,1,TRUE,0.512914172249838,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
274,"Passer_domesticus","Passeridae",35.7,-83.2,1996,3,8,0.496318498,1,TRUE,0.49631849792893,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
277,"Tachycineta_leucopyga","Hirundinidae",-54.73,-68.2,2008,10,1,0.258709132,1,TRUE,0.258709132212631,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
278,"Tachycineta_leucopyga","Hirundinidae",-54.73,-68.2,2009,10,1,0.124329508,1,TRUE,0.124329508196721,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
279,"Taeniopygia_guttata","Estrildidae",-31.08,142.7,2005,8,12,0.282113366,1,TRUE,0.282113366336634,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
280,"Taeniopygia_guttata","Estrildidae",-31.08,142.7,2006,8,12,0.260422819,1,TRUE,0.260422818870122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
281,"Taeniopygia_guttata","Estrildidae",-31.08,142.7,2007,8,12,0.257025486,1,TRUE,0.257025486313337,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
282,"Thalassarche_chrysostoma","Diomedeidae",-54,-38,1998,10,10,NA,1,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"No valid pixel after masking"
283,"Thalassarche_chrysostoma","Diomedeidae",-54,-38,1999,10,10,NA,1,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"No valid pixel after masking"
284,"Thalassarche_melanophris","Diomedeidae",-54,-38,1998,10,11,NA,1,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"No valid pixel after masking"
285,"Thalassarche_melanophris","Diomedeidae",-54,-38,1999,10,11,NA,1,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"No valid pixel after masking"
286,"Thryophilus_pleurostictus","Troglodytidae",10.67,-85.5,2002,4,8,0.411167205,1,TRUE,0.411167205093834,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
287,"Thryophilus_pleurostictus","Troglodytidae",10.67,-85.5,2003,4,8,0.444164426,1,TRUE,0.44416442603234,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
288,"Thryophilus_pleurostictus","Troglodytidae",10.67,-85.5,2004,4,8,0.430296034,1,TRUE,0.430296034246575,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
289,"Thryophilus_pleurostictus","Troglodytidae",10.67,-85.5,2005,4,8,0.385998159,1,TRUE,0.385998159336799,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
290,"Turdus_grayi","Turdidae",9.12,-79.7,1994,1,3,0.612027168,1,TRUE,0.612027168166881,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
291,"Turdus_grayi","Turdidae",9.12,-79.7,1995,1,3,0.617803101,1,TRUE,0.617803100831753,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
296,"Tyrannus_tyrannus","Tyrannidae",43,-119,2002,5,8,0.29791848,1,TRUE,0.297918479953289,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
297,"Tyrannus_tyrannus","Tyrannidae",43,-119,2003,5,8,0.319588376,1,TRUE,0.31958837582717,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
298,"Tyrannus_tyrannus","Tyrannidae",43,-119,2004,5,8,0.264138877,1,TRUE,0.26413887699494,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
299,"Volatinia_jacarina","Thraupidae",-15.93,-47.93,2008,10,2,0.365336557,1,TRUE,0.365336557331091,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
300,"Volatinia_jacarina","Thraupidae",-15.93,-47.93,2009,10,2,0.399889855,1,TRUE,0.399889855072464,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
301,"Volatinia_jacarina","Thraupidae",-15.93,-47.93,2010,10,2,0.319988955,1,TRUE,0.319988954850805,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
302,"Zonotrichia_leucophrys","Passerellidae",38.57,-119.03,1997,5,8,0.261595437,1,TRUE,0.261595436529781,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
303,"Zonotrichia_leucophrys","Passerellidae",38.57,-119.03,1998,5,8,0.245600689,1,TRUE,0.245600688612697,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
304,"Zonotrichia_leucophrys","Passerellidae",38.57,-119.03,1999,5,8,0.254062396,1,TRUE,0.25406239629866,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
305,"Zonotrichia_leucophrys","Passerellidae",43.16,-124.41,2005,3,6,0.607792174,1,TRUE,0.607792173991354,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
306,"Zonotrichia_leucophrys","Passerellidae",43.16,-124.41,2006,3,6,0.576394694,1,TRUE,0.576394694323144,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
307,"Zonotrichia_leucophrys","Passerellidae",43.16,-124.41,2007,3,6,0.656567541,1,TRUE,0.656567541010232,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
308,"Acrocephalus_paludicola","Acrocephalidae",53.33,22.67,1993,5,8,0.541848249,1,TRUE,0.541848249208419,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
309,"Acrocephalus_paludicola","Acrocephalidae",53.33,22.67,1994,5,8,0.530726795,1,TRUE,0.530726795288384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
310,"Acrocephalus_paludicola","Acrocephalidae",53.33,22.67,1997,5,8,0.571080388,1,TRUE,0.571080387953037,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
313,"Aphelocoma_wollweberi","Corvidae",31.92,-109.25,1991,3,6,0.371368777,1,TRUE,0.371368776687825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
