system:index,can_first_month,can_full_season,end_month,id,lat,lon,ndvi_first_month_median_30km,ndvi_full_season_median_30km,record_id,scientific_name,start_month,year,.geo
00000000000000000105,1,1,6,433Strohbach1998,51.42,7.65,0.3218163569246436,0.5113218516632724,262,Parus_major,3,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000130,1,1,6,30Poesel2011,43.16,-124.41,0.6077921739913544,0.6907650534527594,305,Zonotrichia_leucophrys,3,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000131,1,1,6,30Poesel2011,43.16,-124.41,0.5763946943231442,0.7220096151258244,306,Zonotrichia_leucophrys,3,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000132,1,1,6,30Poesel2011,43.16,-124.41,0.6565675410102324,0.7109746516164994,307,Zonotrichia_leucophrys,3,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000138,1,1,6,438Li2000,31.92,-109.25,0.37136877668782464,0.40090612136949416,313,Aphelocoma_ultramarina,3,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000139,1,1,6,438Li2000,31.92,-109.25,0.37522989036353144,0.4042154875937679,314,Aphelocoma_ultramarina,3,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a,1,1,6,438Li2000,31.92,-109.25,0.38374357184073854,0.4057609521061743,315,Aphelocoma_ultramarina,3,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013b,1,1,6,438Li2000,31.92,-109.25,0.3650072937103288,0.3647170571263705,316,Aphelocoma_ultramarina,3,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013c,1,1,6,438Li2000,31.92,-109.25,0.3894171840738603,0.3710007179127853,317,Aphelocoma_ultramarina,3,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013d,1,1,6,438Li2000,31.92,-109.25,0.34274660703981547,0.3299548730525101,318,Aphelocoma_ultramarina,3,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013e,1,1,6,250Bird2013,49.4,-110.7,0.20996904638283134,0.24991631187262023,319,Centrocercus_urophasianus,3,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013f,1,1,6,250Bird2013,49.4,-110.7,0.19532267220491517,0.2290332165109034,320,Centrocercus_urophasianus,3,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000140,1,1,6,250Bird2013,49.4,-110.7,0.18484913032191064,0.22000397628937346,321,Centrocercus_urophasianus,3,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000141,1,1,6,250Bird2013,49.4,-110.7,,0.3123909916926272,322,Centrocercus_urophasianus,3,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000142,1,1,6,250Bird2013,49.4,-110.7,0.2050697795359587,0.35939542229145033,323,Centrocercus_urophasianus,3,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000143,1,1,6,250Bird2013,49.4,-110.7,0.18262782537210107,0.23093280114226372,324,Centrocercus_urophasianus,3,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000144,1,1,6,250Bird2013,49.4,-110.7,0.19261089044652116,0.27009954136379366,325,Centrocercus_urophasianus,3,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000145,1,1,6,250Bird2013,49.4,-110.7,0.16430767433046994,0.3002960886119764,326,Centrocercus_urophasianus,3,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000202,1,1,6,678Beck2020,48.1333,10.8833,0.43580005497526103,0.5750399173403576,515,Cyanistes_caeruleus,3,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000285,1,1,6,678Beck2020,48.1333,10.8833,0.43580005497526103,0.5750399173403576,646,Cyanistes_caeruleus,3,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,1,1,6,449Øigarden2010,60.38,10.52,0.1984571023837437,0.44543292773109244,19,Cinclus_cinclus,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026,1,1,6,53Tomotani2017,52.03,5.85,0.6062678484721641,0.6292883382168272,39,Ficedula_hypoleuca,4,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034,1,1,6,14Gullberg1992,59.83,17.63,0.2604322782202692,0.41657711580530493,53,Parus_caeruleus,4,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035,1,1,6,350Vedder2010,53.13,6.58,0.5365515438906044,0.6333236925838298,54,Parus_caeruleus,4,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036,1,1,6,466García-Navas2015,39.55,-4.33,0.4558564653404428,0.43990301476620175,55,Parus_major,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037,1,1,6,14Gullberg1992,59.83,17.67,0.3147839810491624,0.4785135937927263,56,Parus_major,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038,1,1,6,445Lubjuhn2007,52.37,11.02,0.47698977780788515,0.5833079301075269,57,Parus_major,4,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039,1,1,6,240Otter2001,55.67,12.57,0.2596059806034483,0.3156551924181505,58,Parus_major,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a,1,1,6,474Winkel2001,52.15,10.32,0.5154682634241881,0.6340941284478538,59,Parus_major,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000067,1,1,6,25Mee2004,54.75,-3.02,0.6809658436213993,0.6954763545663851,104,Actitis_hypoleucos,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000068,1,1,6,25Mee2004,54.75,-3.02,0.6387166485013622,0.7016396431312355,105,Actitis_hypoleucos,4,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b3,1,1,6,457Wilk2008,50.1,20.4,0.3142359159133549,0.6489376940133036,180,Ficedula_albicollis,4,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b7,1,1,6,446Lubjuhn2000,52.45,7.25,0.4570721244131455,0.5331589891286709,184,Ficedula_hypoleuca,4,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b8,1,1,6,446Lubjuhn2000,52.45,7.25,0.4423575241635688,0.6201459029693329,185,Ficedula_hypoleuca,4,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b9,1,1,6,446Lubjuhn2000,52.45,7.25,0.3664016972477063,0.3664016972477063,186,Ficedula_hypoleuca,4,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ba,1,1,6,117Canal2012,41.07,-3.45,0.4856677849594749,0.5137773109674769,187,Ficedula_hypoleuca,4,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bb,1,1,6,117Canal2012,41.07,-3.45,0.4888995383194828,0.5165694316199855,188,Ficedula_hypoleuca,4,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f5,1,1,6,4Charmantier2003,43.66,3.67,0.4372602170783033,0.48138631081347255,246,Parus_caeruleus,4,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f6,1,1,6,4Charmantier2003,43.66,3.67,0.492034243803743,0.5116516643687217,247,Parus_caeruleus,4,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010b,1,1,6,63Bichet2014,47.33,-2.87,,0.2931,268,Passer_domesticus,4,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010c,1,1,6,63Bichet2014,47.33,-2.87,0.12004,0.1196,269,Passer_domesticus,4,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010d,1,1,6,63Bichet2014,47.33,-2.87,0.1644,0.1724291545189504,270,Passer_domesticus,4,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001bf,1,1,6,223Gonzalez-Solis2001,53.52,8.08,0.5346048056492939,0.5304452832847883,448,Sterna_hirundo,4,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ee,1,1,6,587Badás2020,40.9,-4.0167,0.5188562010050249,0.5875619246231155,495,Cyanistes_caeruleus,4,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f5,1,1,6,655Arct2024,57.05,18.2833,0.13578177955020918,0.2375231944141391,502,Cyanistes_caeruleus,4,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f6,1,1,6,655Arct2024,57.05,18.2833,0.2213214625017993,0.39792597608160396,503,Cyanistes_caeruleus,4,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f7,1,1,6,655Arct2024,57.05,18.2833,0.23229474745965328,0.34696951473326765,504,Cyanistes_caeruleus,4,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f8,1,1,6,655Arct2024,57.05,18.2833,0.24929692865600944,0.37372604189395575,505,Cyanistes_caeruleus,4,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f9,1,1,6,655Arct2024,57.05,18.2833,0.16355424960046488,0.31684347501435944,506,Cyanistes_caeruleus,4,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fa,1,1,6,655Arct2024,57.05,18.2833,0.365813722440146,0.41075431498829024,507,Cyanistes_caeruleus,4,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fb,1,1,6,655Arct2024,57.05,18.2833,0.31666915488581626,0.4074491786692059,508,Cyanistes_caeruleus,4,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fc,1,1,6,655Arct2024,57.05,18.2833,0.3251895278537498,0.38225151893466497,509,Cyanistes_caeruleus,4,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fd,1,1,6,672Grinkov2022,56.35,84.9333,0.25679380250552686,0.5406913817243918,510,Ficedula_hypoleuca,4,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000282,1,1,6,672Grinkov2022,56.35,84.9333,0.25679380250552686,0.5406913817243918,643,Ficedula_hypoleuca,4,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000286,1,1,6,587Badás2020,40.9,-4.0167,0.5188562010050249,0.5875619246231155,647,Cyanistes_caeruleus,4,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,1,1,6,114Blomqvist2002,64.33,-164.93,0.2974239130434783,0.26590581395348833,9,Calidris_mauri,5,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d,1,1,6,242Moreno2013,40.8,-4.02,0.5561548093811344,0.5608634839943629,30,Ficedula_hypoleuca,5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f,1,1,6,214Brün1996,52.53,7.35,0.4716907619998339,0.540127236243277,32,Ficedula_hypoleuca,5,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020,1,1,6,182Ellegren1995,59.97,10.78,0.40795887084760923,0.4156758975122896,33,Ficedula_hypoleuca,5,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021,1,1,6,187Gelter1992,59.83,17.67,0.4454635185944764,0.448768710691824,34,Ficedula_hypoleuca,5,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022,1,1,6,243Moreno2010,40.8,-4.02,0.5856550684517816,0.5664864556070064,35,Ficedula_hypoleuca,5,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023,1,1,6,241Moreno2015,40.8,-4.02,0.5864321018723575,0.5600583702436076,36,Ficedula_hypoleuca,5,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024,1,1,6,349Rätti1995,62.62,26.33,0.4415146424187609,0.4904849521546063,37,Ficedula_hypoleuca,5,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025,1,1,6,348Rätti2001,62.62,26.33,0.4262260067928191,0.4819536339556818,38,Ficedula_hypoleuca,5,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006d,1,1,6,10Casey2011,39.08,-96.58,0.5753392472550677,0.5952292282516892,110,Bartramia_longicauda,5,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e,1,1,6,10Casey2011,39.08,-96.58,0.5820639991554056,0.6106223923141892,111,Bartramia_longicauda,5,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006f,1,1,6,10Casey2011,39.08,-96.58,0.5587518845016893,0.5989380331503379,112,Bartramia_longicauda,5,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070,1,1,6,10Casey2011,39.08,-96.58,0.5533568412162161,0.5743253853462835,113,Bartramia_longicauda,5,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071,1,1,6,10Casey2011,39.08,-96.58,0.5759334,0.6244728621199326,114,Bartramia_longicauda,5,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000160,1,1,6,113Lank2002,60.83,25.33,0.373454935366258,0.37468940006629115,353,Philomachus_pugnax,5,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161,1,1,6,113Lank2002,60.83,25.33,0.4253271163407359,0.5251448458733842,354,Philomachus_pugnax,5,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162,1,1,6,113Lank2002,60.83,25.33,0.4177762379847532,0.4521944613854826,355,Philomachus_pugnax,5,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000199,1,1,6,346Kleven2007,62.47,11.8,0.374782824244909,0.3986994440184048,410,Phoenicurus_phoenicurus,5,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019a,1,1,6,346Kleven2007,62.47,11.8,0.18823271783844422,0.4257904986480538,411,Phoenicurus_phoenicurus,5,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b7,1,1,6,211Augustin2007,48.3,21.08,0.6082167831858406,0.6427378849557523,440,Riparia_riparia,5,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cc,1,1,6,59Barber1996,44.7,-76.2,0.6705510431229166,0.6705510431229166,461,Tachycineta_bicolor,6,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cd,1,1,6,59Barber1996,44.7,-76.2,0.6705510431229166,0.6705510431229166,462,Tachycineta_bicolor,6,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000260,1,1,6,544Kleven2020,69.4667,-29.8333,,,609,Poecile_cinctus,6,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000261,1,1,6,544Kleven2020,69.4667,-29.8333,,,610,Poecile_cinctus,6,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000262,1,1,6,544Kleven2020,69.4667,-29.8333,,,611,Poecile_cinctus,6,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000263,1,1,6,544Kleven2020,69.4667,-29.8333,,,612,Poecile_cinctus,6,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000264,1,1,6,544Kleven2020,69.4667,-29.8333,,,613,Poecile_cinctus,6,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000265,1,1,6,544Kleven2020,69.4667,-29.8333,,,614,Poecile_cinctus,6,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ca,1,1,7,347Moore1999,9.17,-79.85,0.5808683798711262,0.580324795337866,459,Tachycineta_albilinea,1,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,1,1,7,170Hill1994,42.27,-83.73,0.2167271506187745,0.2893413824328404,12,Carpodacus_mexicanus,2,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009e,1,1,7,255Bouwman2006,51.75,4.75,0.41329537555592144,0.4643654710920772,159,Emberiza_schoeniclus,2,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009f,1,1,7,255Bouwman2006,51.75,4.75,0.30024360896063246,0.3864574534673036,160,Emberiza_schoeniclus,2,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a,1,1,7,294 Alcaide2005,37.17,-6.35,0.38759244034707163,0.3885833812364426,27,Falco_naumanni,3,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d5,1,1,7,225Neto2010,40.63,-8.68,0.48775334608030607,0.47632246993173694,214,Locustella_luscinioides,3,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6,1,1,7,225Neto2010,40.63,-8.68,0.475396849593496,0.4911375557004674,215,Locustella_luscinioides,3,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7,1,1,7,225Neto2010,40.63,-8.68,0.40226939820742635,0.412641408558608,216,Locustella_luscinioides,3,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d8,1,1,7,225Neto2010,40.63,-8.68,0.48036422426579656,0.5353875836520078,217,Locustella_luscinioides,3,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9,1,1,7,225Neto2010,40.63,-8.68,0.48685253274602996,0.536650095699167,218,Locustella_luscinioides,3,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da,1,1,7,225Neto2010,40.63,-8.68,0.5243466243686092,0.548395981444221,219,Locustella_luscinioides,3,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000108,1,1,7,231Yin2014,40.02,122.93,0.2223246563215996,0.2674361122682774,265,Parus_varius,3,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000109,1,1,7,231Yin2014,40.02,122.93,0.20339080399916684,0.28804209018954374,266,Parus_varius,3,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010a,1,1,7,231Yin2014,40.02,122.93,0.19858796084149136,0.21435523849198088,267,Parus_varius,3,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000146,1,1,7,148DuVal2008,8.2,-82.2,0.4003446765498653,0.34705992647058825,327,Chiroxiphia_lanceolata,3,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147,1,1,7,148DuVal2008,8.2,-82.2,0.2994809868007542,0.3224467550790067,328,Chiroxiphia_lanceolata,3,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148,1,1,7,148DuVal2008,8.2,-82.2,0.34458200193657706,0.3644777898813846,329,Chiroxiphia_lanceolata,3,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000149,1,1,7,148DuVal2008,8.2,-82.2,0.4119655405405404,0.42925294117647067,330,Chiroxiphia_lanceolata,3,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014a,1,1,7,148DuVal2008,8.2,-82.2,0.44371342840166367,0.45194785970726314,331,Chiroxiphia_lanceolata,3,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014b,1,1,7,148DuVal2008,8.2,-82.2,0.43309774212715385,0.45373724004753413,332,Chiroxiphia_lanceolata,3,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014c,1,1,7,148DuVal2008,8.2,-82.2,0.44320134803921574,0.39989578134284015,333,Chiroxiphia_lanceolata,3,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000178,1,1,7,394Vaclav2003,48.17,16.3,0.3094008212809918,0.4799406675131506,377,Passer_domesticus,3,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001db,1,1,7,645Celis2012,40.75,-3.7833,0.48968872814190445,0.5010725161225312,476,Malurus_lamberti,3,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001dc,1,1,7,645Celis2012,40.75,-3.7833,0.4134418462757529,0.43974227629987916,477,Sturnus_unicolor,3,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001dd,1,1,7,645Celis2012,40.75,-3.7833,0.4731209127702631,0.4937104292623943,478,Sturnus_unicolor,3,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000271,1,1,7,402McRae1996,52.63,-0.27,0.4234885774438575,0.5732253261228535,626,Gallinula_chloropus,3,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000272,1,1,7,402McRae1996,52.63,-0.27,0.3922275862068966,0.6293282364597093,627,Gallinula_chloropus,3,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,1,1,7,232Kreisinger2010,49.15,14.72,0.5084870155214665,0.6229601539398155,6,Anas_platyrhynchos,4,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,1,1,7,247Maher2017,16.8,41.88,0.0012633705728547664,-0.008168432971014493,14,Charadrius_alexandrinus,4,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b,1,1,7,294 Alcaide2005,41.35,-0.18,0.2459536192092652,0.20476625898562303,28,Falco_naumanni,4,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000030,1,1,7,132Major2004,44.75,-63.68,0.40866838543345174,0.500714337679516,49,Melospiza_melodia,4,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033,1,1,7,444Lubjuhn1999,52.33,11.0,0.464308811315858,0.6070571885913854,52,Parus_ater,4,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b,1,1,7,146Garcia-Del-Rey2012,28.42,16.38,0.1474447809432607,0.1476873489745431,60,Parus_teneriffae,4,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041,1,1,7,418Harper2010,44.57,-76.32,0.36099311180003874,0.5734170025188918,66,Vermivora_chrysoptera,4,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000069,1,1,7,237Hutchinson2007,51.17,-4.63,,0.21760000000000002,106,Alauda_arvensis,4,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a,1,1,7,237Hutchinson2007,51.17,-4.63,,,107,Alauda_arvensis,4,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006b,1,1,7,237Hutchinson2007,51.17,-4.63,,0.5385,108,Alauda_arvensis,4,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c,1,1,7,237Hutchinson2007,51.17,-4.63,,,109,Alauda_arvensis,4,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b0,1,1,7,150Korpimäki1996,62.98,22.83,0.34586443187438193,0.47307548837784374,177,Falco_tinnunculus,4,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1,1,1,7,150Korpimäki1996,62.98,22.83,0.3329406878712398,0.5396621445351141,178,Falco_tinnunculus,4,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b2,1,1,7,150Korpimäki1996,62.98,22.83,,0.5516204562314541,179,Falco_tinnunculus,4,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b4,1,1,7,457Wilk2008,50.1,20.4,0.43002797202797205,0.5302095258400135,181,Ficedula_albicollis,4,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5,1,1,7,457Wilk2008,50.1,20.4,0.3410327481577805,0.6448847262493602,182,Ficedula_albicollis,4,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6,1,1,7,457Wilk2008,50.1,20.4,0.3459858654815358,0.6529193714821762,183,Ficedula_albicollis,4,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f0,1,1,7,463Dietrich2004,52.45,7.25,0.48210462842771373,0.5847003488560764,241,Parus_ater,4,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f1,1,1,7,463Dietrich2004,52.45,7.25,0.47623099545675784,0.6113578005841309,242,Parus_ater,4,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f2,1,1,7,463Dietrich2004,52.45,7.25,0.4918919560279084,0.6043851533344149,243,Parus_ater,4,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fb,1,1,7,76Krokene1998,58.87,9.6,0.23805738911078408,0.3180260701591718,252,Parus_caeruleus,4,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fc,1,1,7,76Krokene1998,58.87,9.6,0.2544115257851881,0.4011741384639159,253,Parus_caeruleus,4,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fd,1,1,7,76Krokene1998,58.87,9.6,0.08827849500713267,0.28426434496567504,254,Parus_caeruleus,4,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000100,1,1,7,76Krokene1998,58.87,9.6,0.23805738911078408,0.3180260701591718,257,Parus_major,4,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000101,1,1,7,76Krokene1998,58.87,9.6,0.2544115257851881,0.4011741384639159,258,Parus_major,4,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000102,1,1,7,76Krokene1998,58.87,9.6,0.08827849500713267,0.28426434496567504,259,Parus_major,4,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000103,1,1,7,76Krokene1998,58.87,9.6,0.20905239114917917,0.31191452817824383,260,Parus_major,4,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010e,1,1,7,406Griffith1999,51.0,-4.0,0.6666534134857909,0.6846804011053423,271,Passer_domesticus,4,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010f,1,1,7,406Griffith1999,51.0,-4.0,0.693180047996428,0.6958003935689162,272,Passer_domesticus,4,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000200,1,1,7,675Dawson2025,41.39,2.17,0.2608165097159939,0.25011970563616065,513,Myiopsitta_monachus,4,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000201,1,1,7,675Dawson2025,41.39,2.17,0.2307296634470268,0.24199264641767182,514,Myiopsitta_monachus,4,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000203,1,1,7,489Barber2025,44.6167,-63.5667,0.3508191591521255,0.3973680159833218,516,Sturnus_vulgaris,4,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000204,1,1,7,489Barber2025,44.6167,-63.5667,0.36778889363780687,0.40615013499831254,517,Sturnus_vulgaris,4,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000205,1,1,7,489Barber2025,44.6167,-63.5667,0.31700957154313214,0.40376884189097495,518,Sturnus_vulgaris,4,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000206,1,1,7,489Barber2025,44.6167,-63.5667,0.3520527052348049,0.481639950840288,519,Sturnus_vulgaris,4,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022a,1,1,7,550Plaza2024,40.0,-3.0,0.37758604319478395,0.2995859718826406,555,Ficedula_hypoleuca,4,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022b,1,1,7,550Plaza2024,40.0,-3.0,0.3879327068052158,0.24305384576202108,556,Ficedula_hypoleuca,4,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022c,1,1,7,550Plaza2024,40.0,-3.0,0.37898105643846774,0.313654553789731,557,Ficedula_hypoleuca,4,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022d,1,1,7,550Plaza2024,40.0,-3.0,0.37758604319478395,0.2995859718826406,558,Ficedula_hypoleuca,4,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
