epp_row_id,id_reference,scientific_name,Clements_name,order,family,family_common,scientific_name_jetz,breeding_system,level,common_name,lat,long,nest_box,marker_type,year_of_study_start,year_of_study_end,breeding_start,breeding_end,epp_percent_broods,n_epp_broods,n_wpp_broods,n_broods_sampled,record_id,lon,climate_year,climate_month,location_id,tmp_cru_C_first_month,tmp_long_base_1961_1989_C_first_month,tmp_long_anom_1961_1989_C_first_month,tmp_short_base_5yr_C_first_month,tmp_short_anom_5yr_C_first_month,original_end_month,tmp_cru_C_full_season,tmp_long_base_1961_1989_C_full_season,tmp_long_anom_1961_1989_C_full_season,tmp_short_base_5yr_C_full_season,tmp_short_anom_5yr_C_full_season,n_months_full_season,pre_cru_mm_first_month,pre_long_base_1961_1989_mm_first_month,pre_long_anom_1961_1989_mm_first_month,pre_short_base_5yr_mm_first_month,pre_short_anom_5yr_mm_first_month,pre_cru_mm_full_season,pre_long_base_1961_1989_mm_full_season,pre_long_anom_1961_1989_mm_full_season,pre_short_base_5yr_mm_full_season,pre_short_anom_5yr_mm_full_season,n_months_pre_full_season,dtr_cru_C_first_month,dtr_cru_C_full_season,breeding_start_month_num,breeding_end_month_num,breeding_season_length_months,ndvi_can_first_month,ndvi_can_full_season,ndvi_start_month,ndvi_end_month,ndvi_year,ndvi_lat,ndvi_lon,ndvi_first_month_median_30km,ndvi_full_season_median_30km,ndvi_merge_status,ndvi_coord_match_round4,lat_round,long_round,abs_latitude,population_id,distance_to_coast_km,era5_year,era5_first_month,era5_latitude,era5_longitude,era5_weather_start_date,era5_weather_end_date,era5_weather_dataset,era5_pre_max_mm_day_first_month,era5_pre_mean_mm_day_first_month,era5_pre_sd_mm_day_first_month,era5_pre_sum_mm_first_month,era5_pre_wet_days_gt1mm_first_month,era5_tmp_mean_C_first_month,era5_tmp_range_C_first_month,era5_tmp_sd_C_first_month
122,229Reneerkens2014,Calidris_alba,Calidris_alba,Charadriiformes,Scolopacidae,Sandpipers and Allies,Calidris_alba,monogamy,yearly,sanderling,74.5,-21.0,no,microsatellite,2007,2007,May,July,0.0,0.0,4.0,4.0,122,-21.0,2007,5.0,85.0,-8.900000572,-7.91724154,-0.982759032,-7.020000172,-1.880000401,7.0,-2.333333477,-2.290804648,-0.042528829,-1.366666719,-0.966666758,3.0,7.900000095,15.67241412,-7.772414027,20.80000076,-12.90000067,32.9000001,59.05517318,-26.15517309,63.90000191,-31.00000181,3.0,7.200000286,6.300000032,5.0,7.0,3.0,1.0,1.0,5.0,7.0,2007.0,74.5,-21.0,,0.043484564,both,True,74.5,-21.0,74.5,Calidris_alba_74.5_-21,15.66067244,2007.0,5.0,74.5,-21.0,2007-05-01,2007-05-31,ECMWF/ERA5_LAND/DAILY_AGGR,5.271941423416138,0.3499105222329127,1.0155359505078805,10.847226189220294,3.0,-9.089490820771884,14.27623494466144,3.1801861978923927
123,229Reneerkens2014,Calidris_alba,Calidris_alba,Charadriiformes,Scolopacidae,Sandpipers and Allies,Calidris_alba,monogamy,yearly,sanderling,74.5,-21.0,no,microsatellite,2008,2008,May,July,0.0,0.0,6.0,6.0,123,-21.0,2008,5.0,85.0,-7.5,-7.91724154,0.41724154,-7.360000229,-0.139999771,7.0,-0.833333294,-2.290804648,1.457471355,-1.560000064,0.72666677,3.0,9.400000572,15.67241412,-6.27241355,18.28000078,-8.88000021,39.10000134,59.05517318,-19.95517185,57.84000177,-18.74000044,3.0,7.200000286,6.366666953,5.0,7.0,3.0,1.0,1.0,5.0,7.0,2008.0,74.5,-21.0,,0.06002539,both,True,74.5,-21.0,74.5,Calidris_alba_74.5_-21,15.66067244,2008.0,5.0,74.5,-21.0,2008-05-01,2008-05-31,ECMWF/ERA5_LAND/DAILY_AGGR,2.5726795196518992,0.2873617360612964,0.5977232297781624,8.90821381790019,3.0,-7.536808538949592,14.986555099487305,4.08594531499987
124,229Reneerkens2014,Calidris_alba,Calidris_alba,Charadriiformes,Scolopacidae,Sandpipers and Allies,Calidris_alba,monogamy,yearly,sanderling,74.5,-21.0,no,microsatellite,2009,2009,May,July,0.0,0.0,10.0,10.0,124,-21.0,2009,5.0,85.0,-5.0,-7.91724154,2.91724154,-7.340000248,2.340000248,7.0,-0.99999996,-2.290804648,1.290804688,-1.506666734,0.506666774,3.0,39.29999924,15.67241412,23.62758512,18.32000093,20.9799983,111.5,59.05517318,52.44482682,58.76000204,52.73999796,3.0,7.200000286,6.500000159,5.0,7.0,3.0,1.0,1.0,5.0,7.0,2009.0,74.5,-21.0,,0.053209114,both,True,74.5,-21.0,74.5,Calidris_alba_74.5_-21,15.66067244,2009.0,5.0,74.5,-21.0,2009-05-01,2009-05-31,ECMWF/ERA5_LAND/DAILY_AGGR,9.079426527023315,1.0070754027013102,2.01899806686088,31.219337483740617,9.0,-4.244335556030247,11.037375768025695,2.8039568043508503
125,229Reneerkens2014,Calidris_alba,Calidris_alba,Charadriiformes,Scolopacidae,Sandpipers and Allies,Calidris_alba,monogamy,yearly,sanderling,74.5,-21.0,no,microsatellite,2010,2010,May,July,0.0,0.0,5.0,5.0,125,-21.0,2010,5.0,85.0,-5.800000191,-7.91724154,2.11724135,-6.860000229,1.060000038,7.0,-1.100000064,-2.290804648,1.190804585,-1.386666716,0.286666653,3.0,20.80000114,15.67241412,5.127587022,23.40000067,-2.599999523,43.00000191,59.05517318,-16.05517128,68.52000151,-25.5199996,3.0,7.0,6.26666673,5.0,7.0,3.0,1.0,1.0,5.0,7.0,2010.0,74.5,-21.0,,0.060830498,both,True,74.5,-21.0,74.5,Calidris_alba_74.5_-21,15.66067244,2010.0,5.0,74.5,-21.0,2010-05-01,2010-05-31,ECMWF/ERA5_LAND/DAILY_AGGR,23.22149276727714,1.5227055579419728,5.0524041626800535,47.20387229620116,4.0,-5.960771224319272,12.382089614868164,2.913420252569038
126,229Reneerkens2014,Calidris_alba,Calidris_alba,Charadriiformes,Scolopacidae,Sandpipers and Allies,Calidris_alba,monogamy,yearly,sanderling,74.5,-21.0,no,microsatellite,2011,2011,May,July,10.0,1.0,9.0,10.0,126,-21.0,2011,5.0,85.0,-6.900000095,-7.91724154,1.017241445,-6.78000021,-0.119999886,7.0,-1.599999984,-2.290804648,0.690804664,-1.42666671,-0.173333274,3.0,16.0,15.67241412,0.327585878,19.24000044,-3.240000439,59.10000038,59.05517318,0.044827198,59.50000143,-0.400001049,3.0,7.099999905,6.300000032,5.0,7.0,3.0,1.0,1.0,5.0,7.0,2011.0,74.5,-21.0,,0.056599348,both,True,74.5,-21.0,74.5,Calidris_alba_74.5_-21,15.66067244,2011.0,5.0,74.5,-21.0,2011-05-01,2011-05-31,ECMWF/ERA5_LAND/DAILY_AGGR,11.337238666214944,0.712871527266401,2.029992938981497,22.09901734525843,6.0,-6.751009573987715,9.484663645426394,2.5348896270979107
127,213Bried2010,Calonectris_diomedea,Calonectris_diomedea,Procellariiformes,Procellariidae,Shearwaters and Petrels,Calonectris_diomedea,monogamy,yearly,Cory’s_shearwater,36.92,-25.17,no,microsatellite,2002,2002,March,October,9.1,4.0,40.0,44.0,127,-25.17,2002,3.0,86.0,13.90000057,14.50344849,-0.603447914,15.30000038,-1.399999809,10.0,18.81250048,18.54008652,0.272413957,19.3100003,-0.497499824,8.0,106.3000031,78.98965599,27.31034706,63.98000183,42.32000122,419.3000021,391.868972,27.43103012,394.5400058,24.75999632,8.0,5.099999905,5.587500095,3.0,10.0,8.0,1.0,1.0,3.0,10.0,2002.0,36.92,-25.17,0.4682,0.423040711,both,True,36.92,-25.17,36.92,Calonectris_diomedea_36.92_-25.17,2.747857886,2002.0,3.0,36.92,-25.17,2002-03-01,2002-03-31,ECMWF/ERA5_LAND/DAILY_AGGR,,,,,,,,
128,213Bried2010,Calonectris_diomedea,Calonectris_diomedea,Procellariiformes,Procellariidae,Shearwaters and Petrels,Calonectris_diomedea,monogamy,yearly,Cory’s_shearwater,36.92,-25.17,no,microsatellite,2003,2003,March,October,16.0,4.0,20.0,24.0,128,-25.17,2003,3.0,86.0,14.10000038,14.50344849,-0.403448105,15.00000038,-0.9,10.0,18.96250045,18.54008652,0.422413933,19.24750032,-0.284999871,8.0,66.59999847,78.98965599,-12.38965751,76.36000214,-9.760003662,403.7999988,391.868972,11.93102678,369.9000054,33.89999332,8.0,5.099999905,5.587500095,3.0,10.0,8.0,1.0,1.0,3.0,10.0,2003.0,36.92,-25.17,,0.546333911,both,True,36.92,-25.17,36.92,Calonectris_diomedea_36.92_-25.17,2.747857886,2003.0,3.0,36.92,-25.17,2003-03-01,2003-03-31,ECMWF/ERA5_LAND/DAILY_AGGR,,,,,,,,
129,212Bonlokke-Pedersen2002,Carduelis_cannabina,Linaria_cannabina,Passeriformes,Fringillidae,"Finches, Euphonias, and Allies",Carduelis_cannabina,monogamy,yearly,Eurasian_linnet,56.5,10.83,no,microsatellite,1998,1998,April,August,5.0,1.0,19.0,20.0,129,10.83,1998,4.0,87.0,6.400000095,5.524138007,0.875862089,6.680000019,-0.279999924,8.0,12.16000032,12.39793122,-0.237930896,12.99600031,-0.835999985,5.0,54.0,34.91724184,19.08275816,26.42000103,27.57999897,301.0000038,241.9655214,59.03448241,202.6400068,98.35999699,5.0,6.700000286,8.019999981,4.0,8.0,5.0,1.0,1.0,4.0,8.0,1998.0,56.5,10.83,0.280420846,0.446645559,both,True,56.5,10.83,56.5,Carduelis_cannabina_56.5_10.83,2.190792782,1998.0,4.0,56.5,10.83,1998-04-01,1998-04-30,ECMWF/ERA5_LAND/DAILY_AGGR,15.854800336001064,2.9651164789014453,3.952277511563653,88.95349436704336,18.0,6.442456584506584,10.99185625712073,2.4570760412432144
130,212Bonlokke-Pedersen2002,Carduelis_cannabina,Linaria_cannabina,Passeriformes,Fringillidae,"Finches, Euphonias, and Allies",Carduelis_cannabina,monogamy,yearly,Eurasian_linnet,56.5,10.83,no,microsatellite,1999,1999,April,August,50.0,1.0,1.0,2.0,130,10.83,1999,4.0,87.0,7.700000286,5.524138007,2.175862279,6.440000057,1.260000229,8.0,13.10000029,12.39793122,0.702069065,12.91600031,0.183999977,5.0,46.10000229,34.91724184,11.18276045,34.20000095,11.90000134,335.1000099,241.9655214,93.13448852,216.3400064,118.7600035,5.0,8.400000572,9.420000267,4.0,8.0,5.0,1.0,1.0,4.0,8.0,1999.0,56.5,10.83,0.373443374,0.441063337,both,True,56.5,10.83,56.5,Carduelis_cannabina_56.5_10.83,2.190792782,1999.0,4.0,56.5,10.83,1999-04-01,1999-04-30,ECMWF/ERA5_LAND/DAILY_AGGR,11.558926105294631,1.459802449116765,2.6107705614886543,43.79407347350295,10.0,7.408243857489712,7.055287043253543,1.797372241034585
131,479Zharikov2000,Charadrius_semipalmatus,Charadrius_semipalmatus,Charadriiformes,Charadriidae,Plovers and Lapwings,Charadrius_semipalmatus,monogamy,yearly,semipalmated_plover,58.75,-95.07,no,DNA fingerprinting,1996,1996,June,July,14.3,1.0,6.0,7.0,131,-95.07,1996,6.0,88.0,8.400000572,7.210344956,1.189655616,7.660000229,0.740000343,7.0,10.95000029,9.979310455,0.970689831,9.720000172,1.230000114,2.0,45.29999924,45.29999924,0.0,45.29999924,0.0,103.0999985,103.0999985,0.0,103.0999985,0.0,2.0,10.30000019,11.4000001,6.0,7.0,2.0,1.0,1.0,6.0,7.0,1996.0,58.75,-95.07,0.350958315,0.481995022,both,True,58.75,-95.07,58.75,Charadrius_semipalmatus_58.75_-95.07,26.44567889,1996.0,6.0,58.75,-95.07,1996-06-01,1996-06-30,ECMWF/ERA5_LAND/DAILY_AGGR,20.8035331062888,2.5255348101582107,4.510206480408366,75.76604430474632,14.0,8.20176453060576,15.553848902384402,4.203874937255461
132,479Zharikov2000,Charadrius_semipalmatus,Charadrius_semipalmatus,Charadriiformes,Charadriidae,Plovers and Lapwings,Charadrius_semipalmatus,monogamy,yearly,semipalmated_plover,58.75,-95.07,no,DNA fingerprinting,1997,1997,June,July,0.0,0.0,17.0,17.0,132,-95.07,1997,6.0,88.0,8.199999809,7.210344956,0.989654853,7.520000267,0.679999542,7.0,11.19999981,9.979310455,1.220689354,9.650000191,1.549999619,2.0,45.29999924,45.29999924,0.0,45.29999924,0.0,103.0999985,103.0999985,0.0,103.0999985,0.0,2.0,10.80000019,10.9000001,6.0,7.0,2.0,1.0,1.0,6.0,7.0,1997.0,58.75,-95.07,0.404342983,0.450551953,both,True,58.75,-95.07,58.75,Charadrius_semipalmatus_58.75_-95.07,26.44567889,1997.0,6.0,58.75,-95.07,1997-06-01,1997-06-30,ECMWF/ERA5_LAND/DAILY_AGGR,9.218478202818403,1.0741969221947774,1.971329862421196,32.22590766584332,8.0,9.657465659247526,11.93226432800293,3.421397135733533
133,34Sánchez-Tójar2015,Coracias_garrulus,Coracias_garrulus,Coraciiformes,Coraciidae,Rollers,Coracias_garrulus,monogamy,yearly,European_roller,37.3,-3.18,yes,microsatellite,2007,2007,May,July,0.0,0.0,13.0,13.0,133,-3.18,2007,5.0,89.0,13.10000038,12.32068986,0.779310522,13.58000011,-0.479999733,7.0,17.73333359,17.11149457,0.621839019,18.52000014,-0.786666552,3.0,74.90000153,54.98275928,19.91724225,47.00000153,27.9,89.00000191,116.0517258,-27.0517239,67.42000188,21.58000003,3.0,12.80000019,14.0,5.0,7.0,3.0,1.0,1.0,5.0,7.0,2007.0,37.3,-3.18,0.34067619,0.286052005,both,True,37.3,-3.18,37.3,Coracias_garrulus_37.3_-3.18,60.26813855,2007.0,5.0,37.3,-3.18,2007-05-01,2007-05-31,ECMWF/ERA5_LAND/DAILY_AGGR,20.34842406419557,2.4053641995641604,4.572371536965549,74.56629018648897,10.0,15.48047253188269,14.294601440429688,3.677199966743095
134,34Sánchez-Tójar2015,Coracias_garrulus,Coracias_garrulus,Coraciiformes,Coraciidae,Rollers,Coracias_garrulus,monogamy,yearly,European_roller,37.3,-3.18,yes,microsatellite,2008,2008,May,July,25.0,1.0,3.0,4.0,134,-3.18,2008,5.0,89.0,12.0,12.32068986,-0.320689859,13.74000015,-1.740000153,7.0,17.76666641,17.11149457,0.655171844,18.61333351,-0.846667099,3.0,90.80000305,54.98275928,35.81724377,53.80000153,37.00000153,153.6000051,116.0517258,37.54827935,70.40000196,83.20000319,3.0,10.90000057,13.20000013,5.0,7.0,3.0,1.0,1.0,5.0,7.0,2008.0,37.3,-3.18,0.26411646,0.249685164,both,True,37.3,-3.18,37.3,Coracias_garrulus_37.3_-3.18,60.26813855,2008.0,5.0,37.3,-3.18,2008-05-01,2008-05-31,ECMWF/ERA5_LAND/DAILY_AGGR,14.07584547996521,2.912376248830934,3.952542824411353,90.28366371375895,14.0,14.34479113342944,13.083932876586914,3.050313748854097
135,34Sánchez-Tójar2015,Coracias_garrulus,Coracias_garrulus,Coraciiformes,Coraciidae,Rollers,Coracias_garrulus,monogamy,yearly,European_roller,37.3,-3.18,yes,microsatellite,2009,2009,May,July,9.1,1.0,10.0,11.0,135,-3.18,2009,5.0,89.0,14.40000057,12.32068986,2.079310713,13.24000015,1.16000042,7.0,18.9333334,17.11149457,1.821838828,18.3600001,0.573333295,3.0,13.30000019,54.98275928,-41.68275909,67.76000214,-54.46000195,26.10000038,116.0517258,-89.95172542,96.20000296,-70.10000257,3.0,12.80000019,14.13333352,5.0,7.0,3.0,1.0,1.0,5.0,7.0,2009.0,37.3,-3.18,0.35602946,0.300849429,both,True,37.3,-3.18,37.3,Coracias_garrulus_37.3_-3.18,60.26813855,2009.0,5.0,37.3,-3.18,2009-05-01,2009-05-31,ECMWF/ERA5_LAND/DAILY_AGGR,11.722165346043312,1.3243441972840464,2.8040525788849235,41.05467011580544,7.0,16.83079412726949,11.063730239868164,2.92313047205198
136,34Sánchez-Tójar2015,Coracias_garrulus,Coracias_garrulus,Coraciiformes,Coraciidae,Rollers,Coracias_garrulus,monogamy,yearly,European_roller,37.3,-3.18,yes,microsatellite,2010,2010,May,July,0.0,0.0,10.0,10.0,136,-3.18,2010,5.0,89.0,12.90000057,12.32068986,0.579310713,13.76000023,-0.859999657,7.0,18.23333391,17.11149457,1.121839337,18.50000013,-0.266666222,3.0,28.60000038,54.98275928,-26.3827589,51.38000126,-22.78000088,81.50000191,116.0517258,-34.5517239,78.58000202,2.919999886,3.0,12.40000057,13.76666705,5.0,7.0,3.0,1.0,1.0,5.0,7.0,2010.0,37.3,-3.18,0.349903376,0.294401466,both,True,37.3,-3.18,37.3,Coracias_garrulus_37.3_-3.18,60.26813855,2010.0,5.0,37.3,-3.18,2010-05-01,2010-05-31,ECMWF/ERA5_LAND/DAILY_AGGR,7.311522960662842,1.143627708092395,2.06295741032276,35.45245895086424,8.0,14.415102956628308,14.709149042765318,3.922900947423936
137,34Sánchez-Tójar2015,Coracias_garrulus,Coracias_garrulus,Coraciiformes,Coraciidae,Rollers,Coracias_garrulus,monogamy,yearly,European_roller,37.3,-3.18,yes,microsatellite,2011,2011,May,July,0.0,0.0,11.0,11.0,137,-3.18,2011,5.0,89.0,14.69999981,12.32068986,2.37930995,13.40000038,1.299999428,7.0,18.5666666,17.11149457,1.455172035,18.31333351,0.253333092,3.0,59.40000153,54.98275928,4.417242247,53.30000134,6.100000191,78.90000153,116.0517258,-37.15172428,88.9800024,-10.08000088,3.0,11.40000057,13.16666698,5.0,7.0,3.0,1.0,1.0,5.0,7.0,2011.0,37.3,-3.18,0.375439095,0.318136804,both,True,37.3,-3.18,37.3,Coracias_garrulus_37.3_-3.18,60.26813855,2011.0,5.0,37.3,-3.18,2011-05-01,2011-05-31,ECMWF/ERA5_LAND/DAILY_AGGR,37.32535407783644,3.6672694786693727,7.253512227290561,113.68535383875056,15.0,16.07609161048809,10.343165715535465,2.6112621502300684
138,260Overeem2014,Cyanocitta_stelleri,Cyanocitta_stelleri,Passeriformes,Corvidae,"Crows, Jays, and Magpies",Cyanocitta_stelleri,monogamy,yearly,Steller’s_jay,40.98,-124.0,no,microsatellite,2006,2006,March,August,10.0,1.0,9.0,10.0,138,-124.0,2006,3.0,90.0,4.599999905,6.30689667,-1.706896765,7.680000305,-3.080000401,8.0,12.33333341,11.56551743,0.767815987,12.5066669,-0.173333486,6.0,308.5,181.0827612,127.4172388,131.2600006,177.2399994,558.9999966,351.8517308,207.1482658,343.4800089,215.5199876,6.0,8.600000381,12.25000016,3.0,8.0,6.0,1.0,1.0,3.0,8.0,2006.0,40.98,-124.0,0.646993019,0.734742633,both,True,40.98,-124.0,40.98,Cyanocitta_stelleri_40.98_-124,11.20131773,2006.0,3.0,40.98,-124.0,2006-03-01,2006-03-31,ECMWF/ERA5_LAND/DAILY_AGGR,41.72182083129883,10.27992539255274,11.279109342428546,318.67768716913497,24.0,5.941552549792897,8.674687703450502,1.859530458686662
139,260Overeem2014,Cyanocitta_stelleri,Cyanocitta_stelleri,Passeriformes,Corvidae,"Crows, Jays, and Magpies",Cyanocitta_stelleri,monogamy,yearly,Steller’s_jay,40.98,-124.0,no,microsatellite,2007,2007,March,August,14.3,2.0,12.0,14.0,139,-124.0,2007,3.0,90.0,8.400000572,6.30689667,2.093103902,7.060000229,1.340000343,8.0,12.91666698,11.56551743,1.351149559,12.49666686,0.420000124,6.0,54.0,181.0827612,-127.0827612,172.5800003,-118.5800003,199.4999998,351.8517308,-152.351731,406.5800072,-207.0800074,6.0,12.0,13.18333371,3.0,8.0,6.0,1.0,1.0,3.0,8.0,2007.0,40.98,-124.0,0.692175758,0.738714088,both,True,40.98,-124.0,40.98,Cyanocitta_stelleri_40.98_-124,11.20131773,2007.0,3.0,40.98,-124.0,2007-03-01,2007-03-31,ECMWF/ERA5_LAND/DAILY_AGGR,23.941129992692822,3.3163480223136377,5.920923834549931,102.80678869172276,10.0,8.597110079693561,8.333117802937807,2.0061096521845267
140,260Overeem2014,Cyanocitta_stelleri,Cyanocitta_stelleri,Passeriformes,Corvidae,"Crows, Jays, and Magpies",Cyanocitta_stelleri,monogamy,yearly,Steller’s_jay,40.98,-124.0,no,microsatellite,2008,2008,March,August,17.6,3.0,14.0,17.0,140,-124.0,2008,3.0,90.0,5.900000095,6.30689667,-0.406896575,7.600000286,-1.700000191,8.0,12.03333386,11.56551743,0.467816432,12.68333352,-0.649999666,6.0,91.59999847,181.0827612,-89.4827627,163.7,-72.10000153,170.7000015,351.8517308,-181.1517293,402.400006,-231.7000046,6.0,10.60000038,13.13333368,3.0,8.0,6.0,1.0,1.0,3.0,8.0,2008.0,40.98,-124.0,0.709419985,0.731557739,both,True,40.98,-124.0,40.98,Cyanocitta_stelleri_40.98_-124,11.20131773,2008.0,3.0,40.98,-124.0,2008-03-01,2008-03-31,ECMWF/ERA5_LAND/DAILY_AGGR,25.09830892086029,4.317346791974468,6.870445257305577,133.8377505512085,14.0,6.626133157873684,5.843758900960324,1.5104430905298372
141,218Masello2002,Cyanoliseus_patagonus,Cyanoliseus_patagonus,Psittaciformes,Psittacidae,New World and African Parrots,Cyanoliseus_patagonus,monogamy,yearly,burrowing_parakeet,-41.05,-62.8,no,DNA fingerprinting,1998,1999,October,February,0.0,0.0,22.0,22.0,141,-62.8,1998,10.0,91.0,15.19999981,13.87586229,1.324137523,14.06000023,1.13999958,2.0,18.30000057,18.63517276,-0.335172186,18.60000023,-0.299999657,5.0,6.900000095,28.38275926,-21.48275916,44.04000053,-37.14000044,136.6000028,137.7931066,-1.193103794,148.6800029,-12.08000011,5.0,14.30000019,13.42000008,10.0,2.0,5.0,1.0,1.0,10.0,2.0,1998.0,-41.05,-62.8,0.263335718,0.160940519,both,True,-41.05,-62.8,41.05,Cyanoliseus_patagonus_-41.05_-62.8,0.202861352,1998.0,10.0,-41.05,-62.8,1998-10-01,1998-10-31,ECMWF/ERA5_LAND/DAILY_AGGR,,,,,,,,
142,218Masello2002,Cyanoliseus_patagonus,Cyanoliseus_patagonus,Psittaciformes,Psittacidae,New World and African Parrots,Cyanoliseus_patagonus,monogamy,yearly,burrowing_parakeet,-41.05,-62.8,no,DNA fingerprinting,1999,2000,October,February,0.0,0.0,27.0,27.0,142,-62.8,1999,10.0,91.0,14.60000038,13.87586229,0.724138095,14.28000011,0.320000267,2.0,18.82000046,18.63517276,0.184827699,18.63200031,0.188000145,5.0,27.70000076,28.38275926,-0.682758496,35.32000055,-7.61999979,248.0000038,137.7931066,110.2068973,155.0200034,92.9800004,5.0,13.19999981,13.86000023,10.0,2.0,5.0,1.0,1.0,10.0,2.0,1999.0,-41.05,-62.8,0.285735075,0.112037785,both,True,-41.05,-62.8,41.05,Cyanoliseus_patagonus_-41.05_-62.8,0.202861352,1999.0,10.0,-41.05,-62.8,1999-10-01,1999-10-31,ECMWF/ERA5_LAND/DAILY_AGGR,,,,,,,,
143,249Kraaijeveld2004,Cygnus_atratus,Cygnus_atratus,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",Cygnus_atratus,monogamy,yearly,black_swan,-37.55,14.82,no,microsatellite,1999,1999,July,November,40.0,10.0,15.0,25.0,143,14.82,1999,7.0,92.0,,,,,,11.0,,,,,,5.0,,,,,,,,,,,5.0,,,7.0,11.0,5.0,1.0,1.0,7.0,11.0,1999.0,-37.55,14.82,,,both,True,-37.55,14.82,37.55,Cygnus_atratus_-37.55_14.82,483.9761392,1999.0,7.0,-37.55,14.82,1999-07-01,1999-07-31,ECMWF/ERA5_LAND/DAILY_AGGR,,,,,,,,
144,249Kraaijeveld2004,Cygnus_atratus,Cygnus_atratus,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",Cygnus_atratus,monogamy,yearly,black_swan,-37.55,14.82,no,microsatellite,2000,2000,July,November,40.0,18.0,27.0,45.0,144,14.82,2000,7.0,92.0,,,,,,11.0,,,,,,5.0,,,,,,,,,,,5.0,,,7.0,11.0,5.0,1.0,1.0,7.0,11.0,2000.0,-37.55,14.82,,,both,True,-37.55,14.82,37.55,Cygnus_atratus_-37.55_14.82,483.9761392,2000.0,7.0,-37.55,14.82,2000-07-01,2000-07-31,ECMWF/ERA5_LAND/DAILY_AGGR,,,,,,,,
145,249Kraaijeveld2004,Cygnus_atratus,Cygnus_atratus,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",Cygnus_atratus,monogamy,yearly,black_swan,-37.55,14.82,no,microsatellite,2001,2001,July,November,26.7,4.0,11.0,15.0,145,14.82,2001,7.0,92.0,,,,,,11.0,,,,,,5.0,,,,,,,,,,,5.0,,,7.0,11.0,5.0,1.0,1.0,7.0,11.0,2001.0,-37.55,14.82,,,both,True,-37.55,14.82,37.55,Cygnus_atratus_-37.55_14.82,483.9761392,2001.0,7.0,-37.55,14.82,2001-07-01,2001-07-31,ECMWF/ERA5_LAND/DAILY_AGGR,,,,,,,,
146,325Webster2001,Dendroica_caerulescens,Setophaga_caerulescens,Passeriformes,Parulidae,New World Warblers,Dendroica_caerulescens,monogamy,yearly,black-throated_blue_warbler,43.93,-71.75,,other,1995,1995,May,August,31.3,5.0,11.0,16.0,146,-71.75,1995,5.0,93.0,11.5,11.93793123,-0.437931225,12.18000011,-0.680000114,8.0,17.60000038,16.60258658,0.9974138,17.0150002,0.585000181,4.0,59.90000153,89.72069056,-29.82068904,78.72000122,-18.81999969,298.9000092,377.7551778,-78.85516864,377.8400032,-78.93999405,4.0,14.30000019,14.52500033,5.0,8.0,4.0,1.0,1.0,5.0,8.0,1995.0,43.93,-71.75,0.49011661,0.779256921,both,True,43.93,-71.75,43.93,Dendroica_caerulescens_43.93_-71.75,118.1590261,1995.0,5.0,43.93,-71.75,1995-05-01,1995-05-31,ECMWF/ERA5_LAND/DAILY_AGGR,17.81812310218811,2.366400843963295,4.170479893237726,73.35842616286214,15.0,9.530576652608916,14.51832389831543,2.8340367909774566
147,325Webster2001,Dendroica_caerulescens,Setophaga_caerulescens,Passeriformes,Parulidae,New World Warblers,Dendroica_caerulescens,monogamy,yearly,black-throated_blue_warbler,43.93,-71.75,,other,1996,1996,May,August,47.6,10.0,11.0,21.0,147,-71.75,1996,5.0,93.0,11.10000038,11.93793123,-0.837930844,12.34000015,-1.239999771,8.0,16.77500057,16.60258658,0.17241399,17.17500019,-0.399999619,4.0,134.8000031,89.72069056,45.07931249,63.26000214,71.54000092,438.0000153,377.7551778,60.24483746,337.2000053,100.8000099,4.0,14.5,13.12500024,5.0,8.0,4.0,1.0,1.0,5.0,8.0,1996.0,43.93,-71.75,0.566833929,0.763104105,both,True,43.93,-71.75,43.93,Dendroica_caerulescens_43.93_-71.75,118.1590261,1996.0,5.0,43.93,-71.75,1996-05-01,1996-05-31,ECMWF/ERA5_LAND/DAILY_AGGR,38.758301988238486,6.307489151791493,10.056845469243862,195.53216370553628,20.0,9.17368268248858,16.25180753072101,3.6890543582535664
148,325Webster2001,Dendroica_caerulescens,Setophaga_caerulescens,Passeriformes,Parulidae,New World Warblers,Dendroica_caerulescens,monogamy,yearly,black-throated_blue_warbler,43.93,-71.75,,other,1997,1997,May,August,26.3,10.0,28.0,38.0,148,-71.75,1997,5.0,93.0,9.800000191,11.93793123,-2.137931034,11.66000023,-1.860000038,8.0,16.02500033,16.60258658,-0.577586248,16.93500032,-0.90999999,4.0,77.0,89.72069056,-12.72069056,74.68000183,2.319998169,364.200016,377.7551778,-13.55516177,349.6200058,14.58001022,4.0,12.69999981,13.875,5.0,8.0,4.0,1.0,1.0,5.0,8.0,1997.0,43.93,-71.75,0.496839232,0.783331549,both,True,43.93,-71.75,43.93,Dendroica_caerulescens_43.93_-71.75,118.1590261,1997.0,5.0,43.93,-71.75,1997-05-01,1997-05-31,ECMWF/ERA5_LAND/DAILY_AGGR,15.258505890528795,3.7170822822145606,3.563344351565508,115.22955074865138,20.0,6.941510977796352,12.701608022054018,3.119950846663257
